graph_noise_level,edge_probability,target_preferred_count,max_steps,Num_Successful_Seeds,Avg_ARI,Std_ARI,Avg_NMI,Std_NMI,Avg_Silhouette,Std_Silhouette,Error
0.3,0.55,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9002740109496535,0.00430778758925181,
0.3,0.55,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9002740109496535,0.00430778758925181,
0.3,0.55,5,40,3,1.0,0.0,1.0,0.0,0.9633827191589482,0.0025478027458296112,
0.3,0.55,5,60,3,1.0,0.0,1.0,0.0,0.9633827191589482,0.0025478027458296112,
0.3,0.65,3,40,3,1.0,0.0,1.0,0.0,0.903755584434503,0.0029101829656629557,
0.3,0.65,3,60,3,1.0,0.0,1.0,0.0,0.903755584434503,0.0029101829656629557,
0.3,0.65,5,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.9653585921692484,0.0036285832213121083,
0.3,0.65,5,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.9653585921692484,0.0036285832213121083,
0.4,0.15,3,40,3,0.9447438178413643,0.042400352390064414,0.9427697777610312,0.03990020580103544,0.6948164334638366,0.03951312083876022,
0.4,0.15,3,60,3,0.9447438178413643,0.042400352390064414,0.9427697777610312,0.03990020580103544,0.6948164334638366,0.03951312083876022,
0.4,0.15,5,40,3,0.9894806459142447,0.009159907164674116,0.9878006000393517,0.010566082748446831,0.7819039042706489,0.02807543503492447,
0.4,0.15,5,60,3,0.9894806459142447,0.009159907164674116,0.9878006000393517,0.010566082748446831,0.7819039042706489,0.02807543503492447,
0.4,0.25,3,40,3,1.0,0.0,1.0,0.0,0.8349837263820795,0.021573591701271645,
0.4,0.25,3,60,3,1.0,0.0,1.0,0.0,0.8349837263820795,0.021573591701271645,
0.4,0.25,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8983454049846191,0.019472084798228203,
0.4,0.25,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8983454049846191,0.019472084798228203,
0.4,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8705053084407539,0.006728016919888559,
0.4,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8705053084407539,0.006728016919888559,
0.4,0.35,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9375716578362564,0.015920286559187022,
0.4,0.35,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9375716578362564,0.015920286559187022,
0.4,0.45,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8902424163587095,0.013461787685313422,
0.4,0.45,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8902424163587095,0.013461787685313422,
0.4,0.45,5,40,3,1.0,0.0,1.0,0.0,0.9588550108039849,0.006462088336543427,
0.4,0.45,5,60,3,1.0,0.0,1.0,0.0,0.9588550108039849,0.006462088336543427,
0.4,0.55,3,40,3,1.0,0.0,1.0,1.1102230246251565e-16,0.9007222925908106,0.0040025138657866196,
0.4,0.55,3,60,3,1.0,0.0,1.0,1.1102230246251565e-16,0.9007222925908106,0.0040025138657866196,
0.4,0.55,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.963159340727184,0.0030499900777888507,
0.4,0.55,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.963159340727184,0.0030499900777888507,
0.4,0.65,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.901456995888909,0.0031329280139940985,
0.4,0.65,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.901456995888909,0.0031329280139940985,
0.4,0.65,5,40,3,1.0,0.0,1.0,0.0,0.9659474721337885,0.002628241399739187,
0.4,0.65,5,60,3,1.0,0.0,1.0,0.0,0.9659474721337885,0.002628241399739187,
0.5,0.15,3,40,3,0.9491761253052954,0.04614963386907526,0.9505041113494471,0.04373189290698072,0.7012729456196373,0.02472139553714332,
0.5,0.15,3,60,3,0.9491761253052954,0.04614963386907526,0.9505041113494471,0.04373189290698072,0.7012729456196373,0.02472139553714332,
0.5,0.15,5,40,3,0.9772010465155149,0.0394889457945278,0.9752405412136129,0.04288464058593001,0.7721349262932319,0.043337516404017264,
0.5,0.15,5,60,3,0.9772010465155149,0.0394889457945278,0.9752405412136129,0.04288464058593001,0.7721349262932319,0.043337516404017264,
0.5,0.25,3,40,3,0.9841663501680338,0.015941330986810366,0.9838564797787135,0.015314092969336857,0.806782162516511,0.039122257359830936,
0.5,0.25,3,60,3,0.9841663501680338,0.015941330986810366,0.9838564797787135,0.015314092969336857,0.806782162516511,0.039122257359830936,
0.5,0.25,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8754263169654184,0.018496121993058022,
0.5,0.25,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8754263169654184,0.018496121993058022,
0.5,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8817283556453869,0.0054298172339510955,
0.5,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8817283556453869,0.0054298172339510955,
0.5,0.35,5,40,3,1.0,0.0,1.0,0.0,0.9146425227841656,0.021736377373502588,
0.5,0.35,5,60,3,1.0,0.0,1.0,0.0,0.9146425227841656,0.021736377373502588,
0.5,0.45,3,40,3,1.0,0.0,1.0,1.1102230246251565e-16,0.8930739033132254,0.004396183176469563,
0.5,0.45,3,60,3,1.0,0.0,1.0,1.1102230246251565e-16,0.8930739033132254,0.004396183176469563,
0.5,0.45,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9454513181716583,0.012305607374253534,
0.5,0.45,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9454513181716583,0.012305607374253534,
0.5,0.55,3,40,3,1.0,0.0,1.0,0.0,0.897498014357969,0.0016982765970822101,
0.5,0.55,3,60,3,1.0,0.0,1.0,0.0,0.897498014357969,0.0016982765970822101,
0.5,0.55,5,40,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9552102341130779,0.011175992989285835,
0.5,0.55,5,60,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9552102341130779,0.011175992989285835,
0.5,0.65,3,40,3,1.0,0.0,1.0,0.0,0.9015069123181755,0.0017614652761108838,
0.5,0.65,3,60,3,1.0,0.0,1.0,0.0,0.9015069123181755,0.0017614652761108838,
0.5,0.65,5,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.9607020835124406,0.005667668021750493,
0.5,0.65,5,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.9607020835124406,0.005667668021750493,
0.6,0.15,3,40,3,0.9372231946534915,0.030233207674303195,0.9310730927073623,0.03306727764916418,0.6812560402632398,0.01998103549589924,
0.6,0.15,3,60,3,0.9372231946534915,0.030233207674303195,0.9310730927073623,0.03306727764916418,0.6812560402632398,0.01998103549589924,
0.6,0.15,5,40,3,0.9720143671900504,0.018664731050766728,0.9714059311920226,0.017600235666398168,0.7546803366343698,0.048675368778264415,
0.6,0.15,5,60,3,0.9720143671900504,0.018664731050766728,0.9714059311920226,0.017600235666398168,0.7546803366343698,0.048675368778264415,
0.6,0.25,3,40,3,0.9879097138208343,0.01061305486789298,0.9875071601349253,0.010834097756921821,0.8219450161736003,0.009381292941403893,
0.6,0.25,3,60,3,0.9879097138208343,0.01061305486789298,0.9875071601349253,0.010834097756921821,0.8219450161736003,0.009381292941403893,
0.6,0.25,5,40,3,1.0,0.0,1.0,0.0,0.8835785420174199,0.008429628468499288,
0.6,0.25,5,60,3,1.0,0.0,1.0,0.0,0.8835785420174199,0.008429628468499288,
0.6,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8806870815072791,0.010908959572132235,
0.6,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8806870815072791,0.010908959572132235,
0.6,0.35,5,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.9402982260559173,0.0070779848380012915,
0.6,0.35,5,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.9402982260559173,0.0070779848380012915,
0.6,0.45,3,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.8973443862029004,0.006623331357056185,
0.6,0.45,3,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.8973443862029004,0.006623331357056185,
0.6,0.45,5,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.9478198333162607,0.01265497053323514,
0.6,0.45,5,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.9478198333162607,0.01265497053323514,
0.6,0.55,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8955114294853442,0.007672267744888838,
0.6,0.55,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8955114294853442,0.007672267744888838,
0.6,0.55,5,40,3,1.0,0.0,1.0000000000000002,1.5700924586837752e-16,0.9582745596231145,0.00457571770423586,
0.6,0.55,5,60,3,1.0,0.0,1.0000000000000002,1.5700924586837752e-16,0.9582745596231145,0.00457571770423586,
0.6,0.65,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.903976529233039,0.006167218994118919,
0.6,0.65,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.903976529233039,0.006167218994118919,
0.6,0.65,5,40,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9615891438273332,0.003680979031280813,
0.6,0.65,5,60,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9615891438273332,0.003680979031280813,
0.7,0.15,3,40,3,0.9669936208854498,0.042277731016899925,0.9651440115008255,0.045155656303756446,0.6739367719254622,0.03038209237825007,
0.7,0.15,3,60,3,0.9669936208854498,0.042277731016899925,0.9651440115008255,0.045155656303756446,0.6739367719254622,0.03038209237825007,
0.7,0.15,5,40,3,0.9492078282399001,0.08797462211525817,0.9529866207867372,0.08142956143287357,0.6927073016507874,0.12371450088646599,
0.7,0.15,5,60,3,0.9492078282399001,0.08797462211525817,0.9529866207867372,0.08142956143287357,0.6927073016507874,0.12371450088646599,
0.7,0.25,3,40,3,0.9874563817316963,0.01105137249139056,0.9872713828824947,0.01104161254688604,0.8206584763043888,0.01160775828087361,
0.7,0.25,3,60,3,0.9874563817316963,0.01105137249139056,0.9872713828824947,0.01104161254688604,0.8206584763043888,0.01160775828087361,
0.7,0.25,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8660332127207552,0.03361698210450676,
0.7,0.25,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8660332127207552,0.03361698210450676,
0.7,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8757602320074919,0.01799819949366029,
0.7,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8757602320074919,0.01799819949366029,
0.7,0.35,5,40,3,1.0,0.0,1.0,0.0,0.9161016046280137,0.03016993612593824,
0.7,0.35,5,60,3,1.0,0.0,1.0,0.0,0.9161016046280137,0.03016993612593824,
0.7,0.45,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8967925429044707,0.0033858410884420073,
0.7,0.45,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.8967925429044707,0.0033858410884420073,
0.7,0.45,5,40,3,1.0,0.0,1.0,0.0,0.944927254960616,0.01670315543010931,
0.7,0.45,5,60,3,1.0,0.0,1.0,0.0,0.944927254960616,0.01670315543010931,
0.7,0.55,3,40,3,1.0,0.0,1.0,1.7554167342883506e-16,0.8988937731598003,0.002023065249510633,
0.7,0.55,3,60,3,1.0,0.0,1.0,1.7554167342883506e-16,0.8988937731598003,0.002023065249510633,
0.7,0.55,5,40,3,1.0,0.0,1.0,0.0,0.9578019852247605,0.010513885116087763,
0.7,0.55,5,60,3,1.0,0.0,1.0,0.0,0.9578019852247605,0.010513885116087763,
0.7,0.65,3,40,3,1.0,0.0,1.0,0.0,0.9056095983312137,0.0023047875922998914,
0.7,0.65,3,60,3,1.0,0.0,1.0,0.0,0.9056095983312137,0.0023047875922998914,
0.7,0.65,5,40,3,1.0,0.0,1.0,0.0,0.9596967211777746,0.008491700386305855,
0.7,0.65,5,60,3,1.0,0.0,1.0,0.0,0.9596967211777746,0.008491700386305855,
0.8,0.15,3,40,3,0.906207894291137,0.11037876775586926,0.9112203258391666,0.10064704862230685,0.6458595984027702,0.0920866606503905,
0.8,0.15,3,60,3,0.906207894291137,0.11037876775586926,0.9112203258391666,0.10064704862230685,0.6458595984027702,0.0920866606503905,
0.8,0.15,5,40,3,0.945512111356412,0.07986290909967647,0.9501264592059525,0.07105775948399709,0.698944174776301,0.12711642481082186,
0.8,0.15,5,60,3,0.945512111356412,0.07986290909967647,0.9501264592059525,0.07105775948399709,0.698944174776301,0.12711642481082186,
0.8,0.25,3,40,3,0.9943422803440338,0.009799457899114399,0.9938782350864245,0.010603207862305302,0.7674129448818521,0.07851730595098314,
0.8,0.25,3,60,3,0.9943422803440338,0.009799457899114399,0.9938782350864245,0.010603207862305302,0.7674129448818521,0.07851730595098314,
0.8,0.25,5,40,3,0.9955182025646109,0.007762700867325918,0.9941613140674601,0.010112900684596597,0.849384947229748,0.052933368203072095,
0.8,0.25,5,60,3,0.9955182025646109,0.007762700867325918,0.9941613140674601,0.010112900684596597,0.849384947229748,0.052933368203072095,
0.8,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8333965131240991,0.054660726591089843,
0.8,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8333965131240991,0.054660726591089843,
0.8,0.35,5,40,3,1.0,0.0,1.0,0.0,0.8998361310174229,0.042688932835537194,
0.8,0.35,5,60,3,1.0,0.0,1.0,0.0,0.8998361310174229,0.042688932835537194,
0.8,0.45,3,40,3,0.9944009597612244,0.009697822167181775,0.9939171049840295,0.010535883224768625,0.881930633750185,0.0248529849107354,
0.8,0.45,3,60,3,0.9944009597612244,0.009697822167181775,0.9939171049840295,0.010535883224768625,0.881930633750185,0.0248529849107354,
0.8,0.45,5,40,3,1.0,0.0,1.0,7.850462293418876e-17,0.9410074913553238,0.027180193628443858,
0.8,0.45,5,60,3,1.0,0.0,1.0,7.850462293418876e-17,0.9410074913553238,0.027180193628443858,
0.8,0.55,3,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.882901314497636,0.03499594858302229,
0.8,0.55,3,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.882901314497636,0.03499594858302229,
0.8,0.55,5,40,3,1.0,0.0,1.0,1.1102230246251565e-16,0.9562856362911877,0.013326013333951458,
0.8,0.55,5,60,3,1.0,0.0,1.0,1.1102230246251565e-16,0.9562856362911877,0.013326013333951458,
0.8,0.65,3,40,3,1.0,0.0,1.0,0.0,0.8968523541672156,0.01852928164784286,
0.8,0.65,3,60,3,1.0,0.0,1.0,0.0,0.8968523541672156,0.01852928164784286,
0.8,0.65,5,40,3,1.0,0.0,1.0,0.0,0.9624208556230167,0.00840951021036351,
0.8,0.65,5,60,3,1.0,0.0,1.0,0.0,0.9624208556230167,0.00840951021036351,
0.9,0.15,3,40,3,0.9379559643923758,0.017881248701821104,0.9325403966544913,0.0210365507548604,0.66290501177353,0.04617482535181443,
0.9,0.15,3,60,3,0.9379559643923758,0.017881248701821104,0.9325403966544913,0.0210365507548604,0.66290501177353,0.04617482535181443,
0.9,0.15,5,40,3,0.967622575107291,0.028370186706108143,0.9633651017734971,0.0317464374507878,0.7618680938329648,0.010524953752711516,
0.9,0.15,5,60,3,0.967622575107291,0.028370186706108143,0.9633651017734971,0.0317464374507878,0.7618680938329648,0.010524953752711516,
0.9,0.25,3,40,3,0.9851308585132807,0.0006236765641283513,0.9821747306729134,0.00014819629717743963,0.8287418963118097,0.020911313211046424,
0.9,0.25,3,60,3,0.9851308585132807,0.0006236765641283513,0.9821747306729134,0.00014819629717743963,0.8287418963118097,0.020911313211046424,
0.9,0.25,5,40,3,1.0,0.0,1.0,0.0,0.8980859760968803,0.008427143131540315,
0.9,0.25,5,60,3,1.0,0.0,1.0,0.0,0.8980859760968803,0.008427143131540315,
0.9,0.35,3,40,3,1.0,0.0,1.0,0.0,0.8748344437724204,0.011562651133351557,
0.9,0.35,3,60,3,1.0,0.0,1.0,0.0,0.8748344437724204,0.011562651133351557,
0.9,0.35,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9216884835439888,0.013847013177140675,
0.9,0.35,5,60,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9216884835439888,0.013847013177140675,
0.9,0.45,3,40,3,1.0,0.0,1.0,1.7554167342883506e-16,0.8929067540512525,0.004117098179183486,
0.9,0.45,3,60,3,1.0,0.0,1.0,1.7554167342883506e-16,0.8929067540512525,0.004117098179183486,
0.9,0.45,5,40,3,1.0,0.0,1.0,0.0,0.9481328340507572,0.004442217562726745,
0.9,0.45,5,60,3,1.0,0.0,1.0,0.0,0.9481328340507572,0.004442217562726745,
0.9,0.55,3,40,3,1.0,0.0,1.0,0.0,0.905514937109452,0.004357030745835417,
0.9,0.55,3,60,3,1.0,0.0,1.0,0.0,0.905514937109452,0.004357030745835417,
0.9,0.55,5,40,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9590110614514599,0.0040350749596846465,
0.9,0.55,5,60,3,1.0,0.0,1.0,1.7554167342883506e-16,0.9590110614514599,0.0040350749596846465,
0.9,0.65,3,40,3,1.0,0.0,1.0,0.0,0.9026102162817162,0.0020053460990865344,
0.9,0.65,3,60,3,1.0,0.0,1.0,0.0,0.9026102162817162,0.0020053460990865344,
0.9,0.65,5,40,3,1.0,0.0,1.0,1.5700924586837752e-16,0.9649951597818532,0.0022019485332008273,
