,Seed,Linkage Method,Cluster Color Percentage,Silhouette Score,Maximum Color Separation
0,0,single,"{1: {'green': '97.17%', 'red': '2.83%'}, 2: {'green': '5.73%', 'red': '94.27%'}}",0.5489580619660697,91.44
1,0,complete,"{1: {'green': '97.17%', 'red': '2.83%'}, 2: {'green': '5.73%', 'red': '94.27%'}}",0.5489580619660697,91.44
2,0,average,"{1: {'green': '97.17%', 'red': '2.83%'}, 2: {'green': '5.73%', 'red': '94.27%'}}",0.5489580619660697,91.44
3,0,ward,"{1: {'green': '97.17%', 'red': '2.83%'}, 2: {'green': '5.73%', 'red': '94.27%'}}",0.5489580619660697,91.44
4,1,single,"{1: {'green': '96.3%', 'red': '3.7%'}, 2: {'green': '4.64%', 'red': '95.36%'}}",0.46989434453163514,91.66
5,1,complete,"{1: {'green': '96.3%', 'red': '3.7%'}, 2: {'green': '4.64%', 'red': '95.36%'}}",0.46989434453163514,91.66
6,1,average,"{1: {'green': '96.3%', 'red': '3.7%'}, 2: {'green': '4.64%', 'red': '95.36%'}}",0.46989434453163514,91.66
7,1,ward,"{1: {'green': '96.3%', 'red': '3.7%'}, 2: {'green': '4.64%', 'red': '95.36%'}}",0.46989434453163514,91.66
8,2,single,"{1: {'green': '3.1%', 'red': '96.9%'}, 2: {'green': '97.42%', 'red': '2.58%'}}",0.394145024106162,94.32000000000001
9,2,complete,"{1: {'green': '59.75%', 'red': '40.25%'}}",-1.0,0.0
10,2,average,"{1: {'green': '3.1%', 'red': '96.9%'}, 2: {'green': '97.42%', 'red': '2.58%'}}",0.394145024106162,94.32000000000001
11,2,ward,"{1: {'green': '3.1%', 'red': '96.9%'}, 2: {'green': '97.42%', 'red': '2.58%'}}",0.394145024106162,94.32000000000001
12,3,single,"{1: {'green': '4.8%', 'red': '95.2%'}, 2: {'green': '97.01%', 'red': '2.99%'}}",0.36709506897906186,92.21000000000001
13,3,complete,"{1: {'green': '61.66%', 'red': '38.34%'}}",-1.0,0.0
14,3,average,"{1: {'green': '4.8%', 'red': '95.2%'}, 2: {'green': '97.01%', 'red': '2.99%'}}",0.36709506897906186,92.21000000000001
15,3,ward,"{1: {'green': '4.8%', 'red': '95.2%'}, 2: {'green': '97.01%', 'red': '2.99%'}}",0.36709506897906186,92.21000000000001
16,4,single,"{1: {'green': '95.42%', 'red': '4.58%'}, 2: {'green': '6.67%', 'red': '93.33%'}}",0.33460377873075126,88.75
17,4,complete,"{1: {'green': '56.41%', 'red': '43.59%'}}",-1.0,0.0
18,4,average,"{1: {'green': '95.42%', 'red': '4.58%'}, 2: {'green': '6.67%', 'red': '93.33%'}}",0.33460377873075126,88.75
19,4,ward,"{1: {'green': '5.98%', 'red': '94.02%'}, 2: {'green': '94.23%', 'red': '5.77%'}}",0.3308077738484561,88.25
20,5,single,"{1: {'green': '97.94%', 'red': '2.06%'}, 2: {'green': '5.6%', 'red': '94.4%'}}",0.49484357018579106,92.34
21,5,complete,"{1: {'green': '97.94%', 'red': '2.06%'}, 2: {'green': '5.6%', 'red': '94.4%'}}",0.49484357018579106,92.34
22,5,average,"{1: {'green': '97.94%', 'red': '2.06%'}, 2: {'green': '5.6%', 'red': '94.4%'}}",0.49484357018579106,92.34
23,5,ward,"{1: {'green': '5.6%', 'red': '94.4%'}, 2: {'green': '97.94%', 'red': '2.06%'}}",0.49484357018579106,92.34
24,6,single,"{1: {'green': '5.17%', 'red': '94.83%'}, 2: {'green': '95.08%', 'red': '4.92%'}}",0.3739582713607155,89.91
25,6,complete,"{1: {'green': '42.23%', 'red': '57.77%'}}",-1.0,0.0
26,6,average,"{1: {'green': '5.17%', 'red': '94.83%'}, 2: {'green': '95.08%', 'red': '4.92%'}}",0.3739582713607155,89.91
27,6,ward,"{1: {'green': '5.17%', 'red': '94.83%'}, 2: {'green': '95.08%', 'red': '4.92%'}}",0.3739582713607155,89.91
28,7,single,"{1: {'green': '3.51%', 'red': '96.49%'}, 2: {'green': '95.57%', 'red': '4.43%'}}",0.32478731059711685,92.06
29,7,complete,"{1: {'green': '56.99%', 'red': '43.01%'}}",-1.0,0.0
30,7,average,"{1: {'green': '3.51%', 'red': '96.49%'}, 2: {'green': '95.57%', 'red': '4.43%'}}",0.32478731059711685,92.06
31,7,ward,"{1: {'green': '3.51%', 'red': '96.49%'}, 2: {'green': '95.57%', 'red': '4.43%'}}",0.32478731059711685,92.06
32,8,single,"{1: {'green': '96.15%', 'red': '3.85%'}, 2: {'green': '3.45%', 'red': '96.55%'}}",0.4452273274831027,92.7
33,8,complete,"{1: {'green': '55.05%', 'red': '44.95%'}}",-1.0,0.0
34,8,average,"{1: {'green': '96.15%', 'red': '3.85%'}, 2: {'green': '3.45%', 'red': '96.55%'}}",0.4452273274831027,92.7
35,8,ward,"{1: {'green': '3.5%', 'red': '96.5%'}, 2: {'green': '95.11%', 'red': '4.89%'}}",0.4404951268489743,91.61
36,9,single,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '3.27%', 'red': '96.73%'}}",0.4839718117468629,92.38000000000001
37,9,complete,"{1: {'green': '23.13%', 'red': '76.87%'}}",-1.0,0.0
38,9,average,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '3.27%', 'red': '96.73%'}}",0.4839718117468629,92.38000000000001
39,9,ward,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '3.27%', 'red': '96.73%'}}",0.4839718117468629,92.38000000000001
40,10,single,"{1: {'green': '4.12%', 'red': '95.88%'}, 2: {'green': '96.04%', 'red': '3.96%'}}",0.45185005862890876,91.92
41,10,complete,"{1: {'green': '96.04%', 'red': '3.96%'}, 2: {'green': '4.12%', 'red': '95.88%'}}",0.45185005862890876,91.92
42,10,average,"{1: {'green': '4.12%', 'red': '95.88%'}, 2: {'green': '96.04%', 'red': '3.96%'}}",0.45185005862890876,91.92
43,10,ward,"{1: {'green': '96.04%', 'red': '3.96%'}, 2: {'green': '4.12%', 'red': '95.88%'}}",0.45185005862890876,91.92
44,11,single,"{1: {'green': '4.42%', 'red': '95.58%'}, 2: {'green': '95.88%', 'red': '4.12%'}}",0.35689876848117935,91.46
45,11,complete,"{1: {'green': '36.33%', 'red': '63.67%'}}",-1.0,0.0
46,11,average,"{1: {'green': '4.42%', 'red': '95.58%'}, 2: {'green': '95.88%', 'red': '4.12%'}}",0.35689876848117935,91.46
47,11,ward,"{1: {'green': '4.55%', 'red': '95.45%'}, 2: {'green': '91.18%', 'red': '8.82%'}}",0.332261812369139,86.63000000000001
48,12,single,"{1: {'green': '96.0%', 'red': '4.0%'}, 2: {'green': '1.57%', 'red': '98.43%'}}",0.337235706209962,94.43
49,12,complete,"{1: {'green': '43.17%', 'red': '56.83%'}}",-1.0,0.0
50,12,average,"{1: {'green': '96.0%', 'red': '4.0%'}, 2: {'green': '1.57%', 'red': '98.43%'}}",0.337235706209962,94.43
51,12,ward,"{1: {'green': '96.0%', 'red': '4.0%'}, 2: {'green': '1.57%', 'red': '98.43%'}}",0.337235706209962,94.43
52,13,single,"{1: {'green': '2.55%', 'red': '97.45%'}, 2: {'green': '94.01%', 'red': '5.99%'}}",0.5200878012573855,91.46000000000001
53,13,complete,"{1: {'green': '2.55%', 'red': '97.45%'}, 2: {'green': '94.01%', 'red': '5.99%'}}",0.5200878012573855,91.46000000000001
54,13,average,"{1: {'green': '2.55%', 'red': '97.45%'}, 2: {'green': '94.01%', 'red': '5.99%'}}",0.5200878012573855,91.46000000000001
55,13,ward,"{1: {'green': '94.01%', 'red': '5.99%'}, 2: {'green': '2.55%', 'red': '97.45%'}}",0.5200878012573855,91.46000000000001
56,14,single,"{1: {'green': '7.32%', 'red': '92.68%'}, 2: {'green': '98.36%', 'red': '1.64%'}}",0.36923646360577284,91.04
57,14,complete,"{1: {'green': '50.26%', 'red': '49.74%'}}",-1.0,0.0
58,14,average,"{1: {'green': '98.36%', 'red': '1.64%'}, 2: {'green': '7.32%', 'red': '92.68%'}}",0.36923646360577284,91.04
59,14,ward,"{1: {'green': '98.31%', 'red': '1.69%'}, 2: {'green': '9.95%', 'red': '90.05%'}}",0.34733458428376807,88.36
60,15,single,"{1: {'green': '97.63%', 'red': '2.37%'}, 2: {'green': '7.48%', 'red': '92.52%'}}",0.39002051026112355,90.14999999999999
61,15,complete,"{1: {'green': '55.7%', 'red': '44.3%'}}",-1.0,0.0
62,15,average,"{1: {'green': '97.63%', 'red': '2.37%'}, 2: {'green': '7.48%', 'red': '92.52%'}}",0.39002051026112355,90.14999999999999
63,15,ward,"{1: {'green': '97.63%', 'red': '2.37%'}, 2: {'green': '7.48%', 'red': '92.52%'}}",0.39002051026112355,90.14999999999999
64,16,single,"{1: {'green': '97.02%', 'red': '2.98%'}, 2: {'green': '3.9%', 'red': '96.1%'}}",0.4651868226329883,93.11999999999999
65,16,complete,"{1: {'green': '52.48%', 'red': '47.52%'}}",-1.0,0.0
66,16,average,"{1: {'green': '97.02%', 'red': '2.98%'}, 2: {'green': '3.9%', 'red': '96.1%'}}",0.4651868226329883,93.11999999999999
67,16,ward,"{1: {'green': '97.02%', 'red': '2.98%'}, 2: {'green': '3.9%', 'red': '96.1%'}}",0.4651868226329883,93.11999999999999
68,17,single,"{1: {'green': '8.04%', 'red': '91.96%'}, 2: {'green': '96.41%', 'red': '3.59%'}}",0.3582598014431897,88.37
69,17,complete,"{1: {'green': '64.17%', 'red': '35.83%'}}",-1.0,0.0
70,17,average,"{1: {'green': '8.04%', 'red': '91.96%'}, 2: {'green': '96.41%', 'red': '3.59%'}}",0.3582598014431897,88.37
71,17,ward,"{1: {'green': '8.04%', 'red': '91.96%'}, 2: {'green': '96.41%', 'red': '3.59%'}}",0.3582598014431897,88.37
72,18,single,"{1: {'green': '2.1%', 'red': '97.9%'}, 2: {'green': '95.54%', 'red': '4.46%'}}",0.4239529062362812,93.44000000000001
73,18,complete,"{1: {'green': '51.0%', 'red': '49.0%'}}",-1.0,0.0
74,18,average,"{1: {'green': '95.54%', 'red': '4.46%'}, 2: {'green': '2.1%', 'red': '97.9%'}}",0.4239529062362812,93.44000000000001
75,18,ward,"{1: {'green': '2.1%', 'red': '97.9%'}, 2: {'green': '95.54%', 'red': '4.46%'}}",0.4239529062362812,93.44000000000001
76,19,single,"{1: {'green': '2.6%', 'red': '97.4%'}, 2: {'green': '93.41%', 'red': '6.59%'}}",0.5078146503885435,90.81
77,19,complete,"{1: {'green': '2.6%', 'red': '97.4%'}, 2: {'green': '93.41%', 'red': '6.59%'}}",0.5078146503885435,90.81
78,19,average,"{1: {'green': '2.6%', 'red': '97.4%'}, 2: {'green': '93.41%', 'red': '6.59%'}}",0.5078146503885435,90.81
79,19,ward,"{1: {'green': '2.6%', 'red': '97.4%'}, 2: {'green': '93.41%', 'red': '6.59%'}}",0.5078146503885435,90.81
80,20,single,"{1: {'green': '3.41%', 'red': '96.59%'}, 2: {'green': '98.22%', 'red': '1.78%'}}",0.47558918886955165,94.81
81,20,complete,"{1: {'green': '46.26%', 'red': '53.74%'}}",-1.0,0.0
82,20,average,"{1: {'green': '3.41%', 'red': '96.59%'}, 2: {'green': '98.22%', 'red': '1.78%'}}",0.47558918886955165,94.81
83,20,ward,"{1: {'green': '98.2%', 'red': '1.8%'}, 2: {'green': '4.35%', 'red': '95.65%'}}",0.4648824933983083,93.85000000000001
84,21,single,"{1: {'green': '96.85%', 'red': '3.15%'}, 2: {'green': '4.0%', 'red': '96.0%'}}",0.47638785059291355,92.85
85,21,complete,"{1: {'green': '4.0%', 'red': '96.0%'}, 2: {'green': '96.85%', 'red': '3.15%'}}",0.47638785059291355,92.85
86,21,average,"{1: {'green': '96.85%', 'red': '3.15%'}, 2: {'green': '4.0%', 'red': '96.0%'}}",0.47638785059291355,92.85
87,21,ward,"{1: {'green': '4.0%', 'red': '96.0%'}, 2: {'green': '96.85%', 'red': '3.15%'}}",0.47638785059291355,92.85
88,22,single,"{1: {'green': '99.43%', 'red': '0.57%'}, 2: {'green': '16.48%', 'red': '83.52%'}}",0.3459519819930686,82.95
89,22,complete,"{1: {'green': '82.35%', 'red': '17.65%'}}",-1.0,0.0
90,22,average,"{1: {'green': '14.61%', 'red': '85.39%'}, 2: {'green': '99.43%', 'red': '0.57%'}}",0.3471573506498662,84.82000000000001
91,22,ward,"{1: {'green': '99.43%', 'red': '0.57%'}, 2: {'green': '14.61%', 'red': '85.39%'}}",0.3471573506498662,84.82000000000001
92,23,single,"{1: {'green': '4.73%', 'red': '95.27%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.36695867901959056,92.67
93,23,complete,"{1: {'green': '51.99%', 'red': '48.01%'}}",-1.0,0.0
94,23,average,"{1: {'green': '4.73%', 'red': '95.27%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.36695867901959056,92.67
95,23,ward,"{1: {'green': '4.73%', 'red': '95.27%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.36695867901959056,92.67
96,24,single,"{1: {'green': '7.06%', 'red': '92.94%'}, 2: {'green': '98.32%', 'red': '1.68%'}}",0.504020053158883,91.25999999999999
97,24,complete,"{1: {'green': '44.64%', 'red': '55.36%'}}",-1.0,0.0
98,24,average,"{1: {'green': '7.06%', 'red': '92.94%'}, 2: {'green': '98.32%', 'red': '1.68%'}}",0.504020053158883,91.25999999999999
99,24,ward,"{1: {'green': '7.06%', 'red': '92.94%'}, 2: {'green': '98.32%', 'red': '1.68%'}}",0.504020053158883,91.25999999999999
