,Seed,Linkage Method,Cluster Color Percentage,Silhouette Score,Maximum Color Separation
59,14,ward,"{1: {'green': '6.76%', 'red': '93.24%'}, 2: {'green': '80.85%', 'red': '19.15%'}}",0.3166410523401817,74.09
60,15,single,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '73.33%', 'red': '26.67%'}}",0.2121335466004584,40.0
61,15,complete,"{1: {'green': '70.37%', 'red': '29.63%'}}",-1.0,0.0
62,15,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '73.33%', 'red': '26.67%'}}",0.2121335466004584,40.0
63,15,ward,"{1: {'green': '21.05%', 'red': '78.95%'}, 2: {'green': '85.48%', 'red': '14.52%'}}",0.21232765079699695,64.43
64,16,single,"{1: {'green': '80.17%', 'red': '19.83%'}}",-1.0,0.0
65,16,complete,"{1: {'green': '80.17%', 'red': '19.83%'}}",-1.0,0.0
66,16,average,"{1: {'green': '25.0%', 'red': '75.0%'}, 2: {'green': '94.57%', 'red': '5.43%'}}",0.29713668704922114,69.57
67,16,ward,"{1: {'green': '25.0%', 'red': '75.0%'}, 2: {'green': '94.57%', 'red': '5.43%'}}",0.29713668704922114,69.57
68,17,single,"{1: {'green': '100.0%', 'red': '0.0%'}, 2: {'green': '16.33%', 'red': '83.67%'}}",0.34901749739578075,83.67
69,17,complete,"{1: {'green': '67.2%', 'red': '32.8%'}}",-1.0,0.0
70,17,average,"{1: {'green': '16.33%', 'red': '83.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.34901749739578075,83.67
71,17,ward,"{1: {'green': '16.33%', 'red': '83.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.34901749739578075,83.67
72,18,single,"{1: {'green': '5.95%', 'red': '94.05%'}, 2: {'green': '91.25%', 'red': '8.75%'}}",0.3788120047758606,85.3
73,18,complete,"{1: {'green': '47.56%', 'red': '52.44%'}}",-1.0,0.0
74,18,average,"{1: {'green': '91.25%', 'red': '8.75%'}, 2: {'green': '5.95%', 'red': '94.05%'}}",0.3788120047758606,85.3
75,18,ward,"{1: {'green': '91.25%', 'red': '8.75%'}, 2: {'green': '5.95%', 'red': '94.05%'}}",0.3788120047758606,85.3
76,19,single,"{1: {'green': '78.57%', 'red': '21.43%'}, 2: {'green': '8.39%', 'red': '91.61%'}}",0.3143472232001335,70.18
77,19,complete,"{1: {'green': '24.32%', 'red': '75.68%'}}",-1.0,0.0
78,19,average,"{1: {'green': '78.57%', 'red': '21.43%'}, 2: {'green': '8.39%', 'red': '91.61%'}}",0.3143472232001335,70.18
79,19,ward,"{1: {'green': '78.57%', 'red': '21.43%'}, 2: {'green': '8.39%', 'red': '91.61%'}}",0.3143472232001335,70.18
80,20,single,"{1: {'green': '6.31%', 'red': '93.69%'}, 2: {'green': '88.0%', 'red': '12.0%'}}",0.3405655321599295,81.69
81,20,complete,"{1: {'green': '31.68%', 'red': '68.32%'}}",-1.0,0.0
82,20,average,"{1: {'green': '6.31%', 'red': '93.69%'}, 2: {'green': '88.0%', 'red': '12.0%'}}",0.3405655321599295,81.69
83,20,ward,"{1: {'green': '6.42%', 'red': '93.58%'}, 2: {'green': '84.62%', 'red': '15.38%'}}",0.32556958763601207,78.2
84,21,single,"{1: {'green': '66.86%', 'red': '33.14%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.2652250848612197,66.86
85,21,complete,"{1: {'green': '66.47%', 'red': '33.53%'}}",-1.0,0.0
86,21,average,"{1: {'green': '66.86%', 'red': '33.14%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.2652250848612197,66.86
87,21,ward,"{1: {'green': '10.71%', 'red': '89.29%'}, 2: {'green': '93.16%', 'red': '6.84%'}}",0.4243067587035709,82.45
88,22,single,"{1: {'green': '50.0%', 'red': '50.0%'}, 2: {'green': '85.27%', 'red': '14.73%'}}",0.2377822969516391,35.269999999999996
89,22,complete,"{1: {'green': '84.21%', 'red': '15.79%'}}",-1.0,0.0
90,22,average,"{1: {'green': '50.0%', 'red': '50.0%'}, 2: {'green': '85.27%', 'red': '14.73%'}}",0.2377822969516391,35.269999999999996
91,22,ward,"{1: {'green': '22.73%', 'red': '77.27%'}, 2: {'green': '96.4%', 'red': '3.6%'}}",0.2867329693572316,73.67
92,23,single,"{1: {'green': '21.21%', 'red': '78.79%'}, 2: {'green': '95.15%', 'red': '4.85%'}}",0.2834591072507717,73.94000000000001
93,23,complete,"{1: {'green': '77.21%', 'red': '22.79%'}}",-1.0,0.0
94,23,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '78.2%', 'red': '21.8%'}}",0.2139772494078681,44.870000000000005
95,23,ward,"{1: {'green': '97.0%', 'red': '3.0%'}, 2: {'green': '22.22%', 'red': '77.78%'}}",0.2797118449401753,74.78
96,24,single,"{1: {'green': '90.24%', 'red': '9.76%'}, 2: {'green': '7.21%', 'red': '92.79%'}}",0.4043345804681332,83.03
97,24,complete,"{1: {'green': '29.61%', 'red': '70.39%'}}",-1.0,0.0
98,24,average,"{1: {'green': '90.24%', 'red': '9.76%'}, 2: {'green': '7.21%', 'red': '92.79%'}}",0.4043345804681332,83.03
99,24,ward,"{1: {'green': '90.24%', 'red': '9.76%'}, 2: {'green': '7.21%', 'red': '92.79%'}}",0.4043345804681332,83.03
100,25,single,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '85.42%', 'red': '14.58%'}}",0.34172730192623557,79.17
101,25,complete,"{1: {'green': '40.18%', 'red': '59.82%'}}",-1.0,0.0
102,25,average,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '85.42%', 'red': '14.58%'}}",0.34172730192623557,79.17
103,25,ward,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '85.42%', 'red': '14.58%'}}",0.34172730192623557,79.17
104,26,single,"{1: {'green': '26.24%', 'red': '73.76%'}}",-1.0,0.0
105,26,complete,"{1: {'green': '26.24%', 'red': '73.76%'}}",-1.0,0.0
106,26,average,"{1: {'green': '87.5%', 'red': '12.5%'}, 2: {'green': '1.98%', 'red': '98.02%'}}",0.35433826917940053,85.52
107,26,ward,"{1: {'green': '87.5%', 'red': '12.5%'}, 2: {'green': '1.98%', 'red': '98.02%'}}",0.35433826917940053,85.52
108,27,single,"{1: {'green': '15.28%', 'red': '84.72%'}, 2: {'green': '94.74%', 'red': '5.26%'}}",0.2924595134233572,79.46
109,27,complete,"{1: {'green': '50.39%', 'red': '49.61%'}}",-1.0,0.0
110,27,average,"{1: {'green': '15.28%', 'red': '84.72%'}, 2: {'green': '94.74%', 'red': '5.26%'}}",0.2924595134233572,79.46
111,27,ward,"{1: {'green': '13.64%', 'red': '86.36%'}, 2: {'green': '88.89%', 'red': '11.11%'}}",0.2819438527528053,75.25
112,28,single,"{1: {'green': '77.27%', 'red': '22.73%'}, 2: {'green': '5.62%', 'red': '94.38%'}}",0.26195352190201543,71.64999999999999
113,28,complete,"{1: {'green': '19.82%', 'red': '80.18%'}}",-1.0,0.0
114,28,average,"{1: {'green': '77.27%', 'red': '22.73%'}, 2: {'green': '5.62%', 'red': '94.38%'}}",0.26195352190201543,71.64999999999999
115,28,ward,"{1: {'green': '77.27%', 'red': '22.73%'}, 2: {'green': '5.62%', 'red': '94.38%'}}",0.26195352190201543,71.64999999999999
116,29,single,"{1: {'green': '26.23%', 'red': '73.77%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.21891462091922387,73.77
117,29,complete,"{1: {'green': '27.42%', 'red': '72.58%'}}",-1.0,0.0
118,29,average,"{1: {'green': '26.23%', 'red': '73.77%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.21891462091922387,73.77
119,29,ward,"{1: {'green': '89.29%', 'red': '10.71%'}, 2: {'green': '9.38%', 'red': '90.62%'}}",0.309813432914119,79.91000000000001
120,30,single,"{1: {'green': '96.72%', 'red': '3.28%'}, 2: {'green': '19.44%', 'red': '80.56%'}}",0.286711576103311,77.28
121,30,complete,"{1: {'green': '19.44%', 'red': '80.56%'}, 2: {'green': '96.72%', 'red': '3.28%'}}",0.286711576103311,77.28
122,30,average,"{1: {'green': '19.44%', 'red': '80.56%'}, 2: {'green': '96.72%', 'red': '3.28%'}}",0.286711576103311,77.28
123,30,ward,"{1: {'green': '96.72%', 'red': '3.28%'}, 2: {'green': '19.44%', 'red': '80.56%'}}",0.286711576103311,77.28
124,31,single,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '53.9%', 'red': '46.1%'}}",0.22591130683960525,20.57
125,31,complete,"{1: {'green': '53.47%', 'red': '46.53%'}}",-1.0,0.0
126,31,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '53.9%', 'red': '46.1%'}}",0.22591130683960525,20.57
127,31,ward,"{1: {'green': '92.11%', 'red': '7.89%'}, 2: {'green': '10.29%', 'red': '89.71%'}}",0.32734901860353227,81.82
128,32,single,"{1: {'green': '31.46%', 'red': '68.54%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.2998043571193197,68.54
129,32,complete,"{1: {'green': '31.84%', 'red': '68.16%'}}",-1.0,0.0
130,32,average,"{1: {'green': '31.46%', 'red': '68.54%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.2998043571193197,68.54
131,32,ward,"{1: {'green': '6.3%', 'red': '93.7%'}, 2: {'green': '94.23%', 'red': '5.77%'}}",0.5306776939530558,87.93
132,33,single,"{1: {'green': '27.27%', 'red': '72.73%'}, 2: {'green': '75.44%', 'red': '24.56%'}}",0.17927893265023548,48.17
133,33,complete,"{1: {'green': '62.03%', 'red': '37.97%'}}",-1.0,0.0
134,33,average,"{1: {'green': '62.5%', 'red': '37.5%'}, 2: {'green': '61.9%', 'red': '38.1%'}}",0.13862682136503193,0.6000000000000014
135,33,ward,"{1: {'green': '27.27%', 'red': '72.73%'}, 2: {'green': '75.44%', 'red': '24.56%'}}",0.17927893265023548,48.17
136,34,single,"{1: {'green': '66.67%', 'red': '33.33%'}}",-1.0,0.0
137,34,complete,"{1: {'green': '66.67%', 'red': '33.33%'}}",-1.0,0.0
138,34,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '67.9%', 'red': '32.1%'}}",0.16733965360924458,34.57000000000001
139,34,ward,"{1: {'green': '92.31%', 'red': '7.69%'}, 2: {'green': '25.0%', 'red': '75.0%'}}",0.1926569335398171,67.31
140,35,single,"{1: {'green': '61.94%', 'red': '38.06%'}}",-1.0,0.0
141,35,complete,"{1: {'green': '61.94%', 'red': '38.06%'}}",-1.0,0.0
142,35,average,"{1: {'green': '19.67%', 'red': '80.33%'}, 2: {'green': '97.26%', 'red': '2.74%'}}",0.33905433291285175,77.59
143,35,ward,"{1: {'green': '19.67%', 'red': '80.33%'}, 2: {'green': '97.26%', 'red': '2.74%'}}",0.33905433291285175,77.59
144,36,single,"{1: {'green': '89.06%', 'red': '10.94%'}, 2: {'green': '6.98%', 'red': '93.02%'}}",0.32151107683064933,82.08
145,36,complete,"{1: {'green': '56.07%', 'red': '43.93%'}}",-1.0,0.0
146,36,average,"{1: {'green': '57.14%', 'red': '42.86%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.16832007943823754,57.14
147,36,ward,"{1: {'green': '89.06%', 'red': '10.94%'}, 2: {'green': '6.98%', 'red': '93.02%'}}",0.32151107683064933,82.08
148,37,single,"{1: {'green': '4.27%', 'red': '95.73%'}, 2: {'green': '84.78%', 'red': '15.22%'}}",0.4137926847238273,80.51
149,37,complete,"{1: {'green': '26.99%', 'red': '73.01%'}}",-1.0,0.0
150,37,average,"{1: {'green': '4.27%', 'red': '95.73%'}, 2: {'green': '84.78%', 'red': '15.22%'}}",0.4137926847238273,80.51
151,37,ward,"{1: {'green': '4.27%', 'red': '95.73%'}, 2: {'green': '84.78%', 'red': '15.22%'}}",0.4137926847238273,80.51
152,38,single,"{1: {'green': '82.69%', 'red': '17.31%'}}",-1.0,0.0
153,38,complete,"{1: {'green': '82.69%', 'red': '17.31%'}}",-1.0,0.0
154,38,average,"{1: {'green': '13.33%', 'red': '86.67%'}, 2: {'green': '90.07%', 'red': '9.93%'}}",0.24035928107101637,76.74000000000001
155,38,ward,"{1: {'green': '95.12%', 'red': '4.88%'}, 2: {'green': '36.36%', 'red': '63.64%'}}",0.20765347045372332,58.760000000000005
156,39,single,"{1: {'green': '50.0%', 'red': '50.0%'}, 2: {'green': '46.09%', 'red': '53.91%'}}",0.15132144955421512,3.9099999999999966
157,39,complete,"{1: {'green': '46.21%', 'red': '53.79%'}}",-1.0,0.0
158,39,average,"{1: {'green': '92.31%', 'red': '7.69%'}, 2: {'green': '16.25%', 'red': '83.75%'}}",0.24295679093617373,76.06
159,39,ward,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '90.91%', 'red': '9.09%'}}",0.24403034416715166,76.62
160,40,single,"{1: {'green': '71.94%', 'red': '28.06%'}}",-1.0,0.0
161,40,complete,"{1: {'green': '71.94%', 'red': '28.06%'}}",-1.0,0.0
162,40,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '72.79%', 'red': '27.21%'}}",0.21377766749370758,39.46000000000001
163,40,ward,"{1: {'green': '91.35%', 'red': '8.65%'}, 2: {'green': '14.29%', 'red': '85.71%'}}",0.26576487924149633,77.06
164,41,single,"{1: {'green': '13.83%', 'red': '86.17%'}, 2: {'green': '92.86%', 'red': '7.14%'}}",0.2950463971266325,79.03
165,41,complete,"{1: {'green': '38.24%', 'red': '61.76%'}}",-1.0,0.0
166,41,average,"{1: {'green': '92.86%', 'red': '7.14%'}, 2: {'green': '13.83%', 'red': '86.17%'}}",0.2950463971266325,79.03
167,41,ward,"{1: {'green': '16.22%', 'red': '83.78%'}, 2: {'green': '64.52%', 'red': '35.48%'}}",0.2890480597128588,48.300000000000004
168,42,single,"{1: {'green': '27.12%', 'red': '72.88%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.24198123499594087,27.120000000000005
169,42,complete,"{1: {'green': '26.89%', 'red': '73.11%'}}",-1.0,0.0
170,42,average,"{1: {'green': '27.12%', 'red': '72.88%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.24198123499594087,27.120000000000005
171,42,ward,"{1: {'green': '86.67%', 'red': '13.33%'}, 2: {'green': '6.74%', 'red': '93.26%'}}",0.383325375118517,79.93
172,43,single,"{1: {'green': '92.23%', 'red': '7.77%'}, 2: {'green': '8.2%', 'red': '91.8%'}}",0.3519406807737575,84.03
173,43,complete,"{1: {'green': '60.98%', 'red': '39.02%'}}",-1.0,0.0
174,43,average,"{1: {'green': '8.2%', 'red': '91.8%'}, 2: {'green': '92.23%', 'red': '7.77%'}}",0.3519406807737575,84.03
175,43,ward,"{1: {'green': '92.23%', 'red': '7.77%'}, 2: {'green': '8.2%', 'red': '91.8%'}}",0.3519406807737575,84.03
176,44,single,"{1: {'green': '90.0%', 'red': '10.0%'}, 2: {'green': '10.0%', 'red': '90.0%'}}",0.3972710121288768,80.0
177,44,complete,"{1: {'green': '40.77%', 'red': '59.23%'}}",-1.0,0.0
178,44,average,"{1: {'green': '90.0%', 'red': '10.0%'}, 2: {'green': '10.0%', 'red': '90.0%'}}",0.3972710121288768,80.0
179,44,ward,"{1: {'green': '90.0%', 'red': '10.0%'}, 2: {'green': '10.0%', 'red': '90.0%'}}",0.3972710121288768,80.0
180,45,single,"{1: {'green': '50.0%', 'red': '50.0%'}, 2: {'green': '68.49%', 'red': '31.51%'}}",0.2609837535400617,18.49
181,45,complete,"{1: {'green': '67.53%', 'red': '32.47%'}}",-1.0,0.0
182,45,average,"{1: {'green': '85.96%', 'red': '14.04%'}, 2: {'green': '15.0%', 'red': '85.0%'}}",0.23006849636327115,70.96000000000001
183,45,ward,"{1: {'green': '88.68%', 'red': '11.32%'}, 2: {'green': '20.83%', 'red': '79.17%'}}",0.23720638360691446,67.85000000000001
184,46,single,"{1: {'green': '52.17%', 'red': '47.83%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.13561920107350126,47.83
185,46,complete,"{1: {'green': '52.76%', 'red': '47.24%'}}",-1.0,0.0
186,46,average,"{1: {'green': '13.41%', 'red': '86.59%'}, 2: {'green': '92.59%', 'red': '7.41%'}}",0.3366133399899909,79.18
187,46,ward,"{1: {'green': '13.41%', 'red': '86.59%'}, 2: {'green': '92.59%', 'red': '7.41%'}}",0.3366133399899909,79.18
188,47,single,"{1: {'green': '50.0%', 'red': '50.0%'}, 2: {'green': '85.47%', 'red': '14.53%'}}",0.2106566911895734,35.47
189,47,complete,"{1: {'green': '83.2%', 'red': '16.8%'}}",-1.0,0.0
190,47,average,"{1: {'green': '30.0%', 'red': '70.0%'}, 2: {'green': '93.33%', 'red': '6.67%'}}",0.20843492878961498,63.33
191,47,ward,"{1: {'green': '22.22%', 'red': '77.78%'}, 2: {'green': '93.46%', 'red': '6.54%'}}",0.2041248482301703,71.24
192,48,single,"{1: {'green': '20.0%', 'red': '80.0%'}, 2: {'green': '58.51%', 'red': '41.49%'}}",0.25877213862687665,38.51
193,48,complete,"{1: {'green': '54.81%', 'red': '45.19%'}}",-1.0,0.0
194,48,average,"{1: {'green': '35.71%', 'red': '64.29%'}, 2: {'green': '57.78%', 'red': '42.22%'}}",0.22906142836969845,22.070000000000007
195,48,ward,"{1: {'green': '10.81%', 'red': '89.19%'}, 2: {'green': '79.1%', 'red': '20.9%'}}",0.2326103211119612,68.28999999999999
196,49,single,"{1: {'green': '0.0%', 'red': '100.0%'}, 2: {'green': '40.56%', 'red': '59.44%'}}",0.2793535054798088,40.56
197,49,complete,"{1: {'green': '40.0%', 'red': '60.0%'}}",-1.0,0.0
198,49,average,"{1: {'green': '0.0%', 'red': '100.0%'}, 2: {'green': '40.56%', 'red': '59.44%'}}",0.2793535054798088,40.56
199,49,ward,"{1: {'green': '5.0%', 'red': '95.0%'}, 2: {'green': '83.08%', 'red': '16.92%'}}",0.34251475941620924,78.08
