,Seed,Linkage Method,Cluster Color Percentage,Silhouette Score,Maximum Color Separation
74,18,average,"{1: {'green': '56.13%', 'red': '43.87%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.24182909450096698,56.13
75,18,ward,"{1: {'green': '92.9%', 'red': '7.1%'}, 2: {'green': '6.09%', 'red': '93.91%'}}",0.43258970947213515,86.81
76,19,single,"{1: {'green': '2.8%', 'red': '97.2%'}, 2: {'green': '90.41%', 'red': '9.59%'}}",0.33199309579996067,87.61
77,19,complete,"{1: {'green': '38.33%', 'red': '61.67%'}}",-1.0,0.0
78,19,average,"{1: {'green': '90.41%', 'red': '9.59%'}, 2: {'green': '2.8%', 'red': '97.2%'}}",0.33199309579996067,87.61
79,19,ward,"{1: {'green': '90.41%', 'red': '9.59%'}, 2: {'green': '2.8%', 'red': '97.2%'}}",0.33199309579996067,87.61
80,20,single,"{1: {'green': '5.6%', 'red': '94.4%'}, 2: {'green': '95.29%', 'red': '4.71%'}}",0.5028841643402788,89.69000000000001
81,20,complete,"{1: {'green': '41.9%', 'red': '58.1%'}}",-1.0,0.0
82,20,average,"{1: {'green': '5.6%', 'red': '94.4%'}, 2: {'green': '95.29%', 'red': '4.71%'}}",0.5028841643402788,89.69000000000001
83,20,ward,"{1: {'green': '5.6%', 'red': '94.4%'}, 2: {'green': '95.29%', 'red': '4.71%'}}",0.5028841643402788,89.69000000000001
84,21,single,"{1: {'green': '95.83%', 'red': '4.17%'}, 2: {'green': '6.1%', 'red': '93.9%'}}",0.3503322939152361,89.73
85,21,complete,"{1: {'green': '66.4%', 'red': '33.6%'}}",-1.0,0.0
86,21,average,"{1: {'green': '95.83%', 'red': '4.17%'}, 2: {'green': '6.1%', 'red': '93.9%'}}",0.3503322939152361,89.73
87,21,ward,"{1: {'green': '95.83%', 'red': '4.17%'}, 2: {'green': '6.1%', 'red': '93.9%'}}",0.3503322939152361,89.73
88,22,single,"{1: {'green': '12.37%', 'red': '87.63%'}, 2: {'green': '99.32%', 'red': '0.68%'}}",0.4910621916876321,86.94999999999999
89,22,complete,"{1: {'green': '12.37%', 'red': '87.63%'}, 2: {'green': '99.32%', 'red': '0.68%'}}",0.4910621916876321,86.94999999999999
90,22,average,"{1: {'green': '12.37%', 'red': '87.63%'}, 2: {'green': '99.32%', 'red': '0.68%'}}",0.4910621916876321,86.94999999999999
91,22,ward,"{1: {'green': '12.37%', 'red': '87.63%'}, 2: {'green': '99.32%', 'red': '0.68%'}}",0.4910621916876321,86.94999999999999
92,23,single,"{1: {'green': '8.57%', 'red': '91.43%'}, 2: {'green': '94.78%', 'red': '5.22%'}}",0.35956158800214233,86.21000000000001
93,23,complete,"{1: {'green': '53.64%', 'red': '46.36%'}}",-1.0,0.0
94,23,average,"{1: {'green': '8.57%', 'red': '91.43%'}, 2: {'green': '94.78%', 'red': '5.22%'}}",0.35956158800214233,86.21000000000001
95,23,ward,"{1: {'green': '8.57%', 'red': '91.43%'}, 2: {'green': '94.78%', 'red': '5.22%'}}",0.35956158800214233,86.21000000000001
96,24,single,"{1: {'green': '97.35%', 'red': '2.65%'}, 2: {'green': '5.49%', 'red': '94.51%'}}",0.3834260699237298,91.86
97,24,complete,"{1: {'green': '62.81%', 'red': '37.19%'}}",-1.0,0.0
98,24,average,"{1: {'green': '97.35%', 'red': '2.65%'}, 2: {'green': '5.49%', 'red': '94.51%'}}",0.3834260699237298,91.86
99,24,ward,"{1: {'green': '5.49%', 'red': '94.51%'}, 2: {'green': '97.35%', 'red': '2.65%'}}",0.3834260699237298,91.86
100,25,single,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '4.3%', 'red': '95.7%'}}",0.41081313455839674,91.35000000000001
101,25,complete,"{1: {'green': '71.1%', 'red': '28.9%'}}",-1.0,0.0
102,25,average,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '4.3%', 'red': '95.7%'}}",0.41081313455839674,91.35000000000001
103,25,ward,"{1: {'green': '4.49%', 'red': '95.51%'}, 2: {'green': '94.16%', 'red': '5.84%'}}",0.3983482466224825,89.67
104,26,single,"{1: {'green': '28.21%', 'red': '71.79%'}, 2: {'green': '50.0%', 'red': '50.0%'}}",0.1323059617885295,21.790000000000006
105,26,complete,"{1: {'green': '28.43%', 'red': '71.57%'}}",-1.0,0.0
106,26,average,"{1: {'green': '83.61%', 'red': '16.39%'}, 2: {'green': '3.68%', 'red': '96.32%'}}",0.24888176990031144,79.92999999999999
107,26,ward,"{1: {'green': '3.68%', 'red': '96.32%'}, 2: {'green': '83.61%', 'red': '16.39%'}}",0.24888176990031144,79.92999999999999
108,27,single,"{1: {'green': '13.75%', 'red': '86.25%'}, 2: {'green': '98.41%', 'red': '1.59%'}}",0.4494087249167078,84.66
109,27,complete,"{1: {'green': '98.41%', 'red': '1.59%'}, 2: {'green': '13.75%', 'red': '86.25%'}}",0.4494087249167078,84.66
110,27,average,"{1: {'green': '98.41%', 'red': '1.59%'}, 2: {'green': '13.75%', 'red': '86.25%'}}",0.4494087249167078,84.66
111,27,ward,"{1: {'green': '98.41%', 'red': '1.59%'}, 2: {'green': '13.75%', 'red': '86.25%'}}",0.4494087249167078,84.66
112,28,single,"{1: {'green': '90.98%', 'red': '9.02%'}, 2: {'green': '3.77%', 'red': '96.23%'}}",0.41422564217334606,87.21000000000001
113,28,complete,"{1: {'green': '50.44%', 'red': '49.56%'}}",-1.0,0.0
114,28,average,"{1: {'green': '90.98%', 'red': '9.02%'}, 2: {'green': '3.77%', 'red': '96.23%'}}",0.41422564217334606,87.21000000000001
115,28,ward,"{1: {'green': '3.77%', 'red': '96.23%'}, 2: {'green': '90.98%', 'red': '9.02%'}}",0.41422564217334606,87.21000000000001
116,29,single,"{1: {'green': '3.9%', 'red': '96.1%'}, 2: {'green': '97.89%', 'red': '2.11%'}}",0.4136058478033405,93.99
117,29,complete,"{1: {'green': '39.76%', 'red': '60.24%'}}",-1.0,0.0
118,29,average,"{1: {'green': '3.9%', 'red': '96.1%'}, 2: {'green': '97.89%', 'red': '2.11%'}}",0.4136058478033405,93.99
119,29,ward,"{1: {'green': '3.9%', 'red': '96.1%'}, 2: {'green': '97.89%', 'red': '2.11%'}}",0.4136058478033405,93.99
120,30,single,"{1: {'green': '8.62%', 'red': '91.38%'}, 2: {'green': '97.3%', 'red': '2.7%'}}",0.35586717357305964,88.67999999999999
121,30,complete,"{1: {'green': '51.98%', 'red': '48.02%'}}",-1.0,0.0
122,30,average,"{1: {'green': '8.62%', 'red': '91.38%'}, 2: {'green': '97.3%', 'red': '2.7%'}}",0.35586717357305964,88.67999999999999
123,30,ward,"{1: {'green': '8.62%', 'red': '91.38%'}, 2: {'green': '97.3%', 'red': '2.7%'}}",0.35586717357305964,88.67999999999999
124,31,single,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '3.17%', 'red': '96.83%'}}",0.3634421104642832,89.92999999999999
125,31,complete,"{1: {'green': '31.52%', 'red': '68.48%'}}",-1.0,0.0
126,31,average,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '3.17%', 'red': '96.83%'}}",0.3634421104642832,89.92999999999999
127,31,ward,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '3.17%', 'red': '96.83%'}}",0.3634421104642832,89.92999999999999
128,32,single,"{1: {'green': '94.85%', 'red': '5.15%'}, 2: {'green': '4.0%', 'red': '96.0%'}}",0.4822610068240886,90.85
129,32,complete,"{1: {'green': '94.85%', 'red': '5.15%'}, 2: {'green': '4.0%', 'red': '96.0%'}}",0.4822610068240886,90.85
130,32,average,"{1: {'green': '94.85%', 'red': '5.15%'}, 2: {'green': '4.0%', 'red': '96.0%'}}",0.4822610068240886,90.85
131,32,ward,"{1: {'green': '4.0%', 'red': '96.0%'}, 2: {'green': '94.85%', 'red': '5.15%'}}",0.4822610068240886,90.85
132,33,single,"{1: {'green': '15.56%', 'red': '84.44%'}, 2: {'green': '97.75%', 'red': '2.25%'}}",0.33278022643636623,82.19
133,33,complete,"{1: {'green': '81.17%', 'red': '18.83%'}}",-1.0,0.0
134,33,average,"{1: {'green': '81.82%', 'red': '18.18%'}, 2: {'green': '33.33%', 'red': '66.67%'}}",0.1905763172653957,48.49
135,33,ward,"{1: {'green': '15.56%', 'red': '84.44%'}, 2: {'green': '97.75%', 'red': '2.25%'}}",0.33278022643636623,82.19
136,34,single,"{1: {'green': '12.26%', 'red': '87.74%'}, 2: {'green': '95.52%', 'red': '4.48%'}}",0.286126000506509,83.25999999999999
137,34,complete,"{1: {'green': '44.51%', 'red': '55.49%'}}",-1.0,0.0
138,34,average,"{1: {'green': '12.26%', 'red': '87.74%'}, 2: {'green': '95.52%', 'red': '4.48%'}}",0.286126000506509,83.25999999999999
139,34,ward,"{1: {'green': '95.24%', 'red': '4.76%'}, 2: {'green': '15.45%', 'red': '84.55%'}}",0.270482347256604,79.78999999999999
140,35,single,"{1: {'green': '75.99%', 'red': '24.01%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.1524071679469165,24.010000000000005
141,35,complete,"{1: {'green': '76.24%', 'red': '23.76%'}}",-1.0,0.0
142,35,average,"{1: {'green': '95.79%', 'red': '4.21%'}, 2: {'green': '14.71%', 'red': '85.29%'}}",0.338609005909537,81.08000000000001
143,35,ward,"{1: {'green': '11.11%', 'red': '88.89%'}, 2: {'green': '94.98%', 'red': '5.02%'}}",0.3252364192229275,83.87
144,36,single,"{1: {'green': '73.08%', 'red': '26.92%'}, 2: {'green': '50.0%', 'red': '50.0%'}}",0.1660962262200648,23.08
145,36,complete,"{1: {'green': '72.73%', 'red': '27.27%'}}",-1.0,0.0
146,36,average,"{1: {'green': '10.53%', 'red': '89.47%'}, 2: {'green': '97.87%', 'red': '2.13%'}}",0.2981899853446502,87.34
147,36,ward,"{1: {'green': '97.87%', 'red': '2.13%'}, 2: {'green': '10.53%', 'red': '89.47%'}}",0.2981899853446502,87.34
148,37,single,"{1: {'green': '1.83%', 'red': '98.17%'}, 2: {'green': '89.36%', 'red': '10.64%'}}",0.33996688420279014,87.53
149,37,complete,"{1: {'green': '42.36%', 'red': '57.64%'}}",-1.0,0.0
150,37,average,"{1: {'green': '89.36%', 'red': '10.64%'}, 2: {'green': '1.83%', 'red': '98.17%'}}",0.33996688420279014,87.53
151,37,ward,"{1: {'green': '89.36%', 'red': '10.64%'}, 2: {'green': '1.83%', 'red': '98.17%'}}",0.33996688420279014,87.53
152,38,single,"{1: {'green': '14.49%', 'red': '85.51%'}, 2: {'green': '99.42%', 'red': '0.58%'}}",0.32531303026989355,84.93
153,38,complete,"{1: {'green': '75.0%', 'red': '25.0%'}}",-1.0,0.0
154,38,average,"{1: {'green': '14.49%', 'red': '85.51%'}, 2: {'green': '99.42%', 'red': '0.58%'}}",0.32531303026989355,84.93
155,38,ward,"{1: {'green': '14.49%', 'red': '85.51%'}, 2: {'green': '99.42%', 'red': '0.58%'}}",0.32531303026989355,84.93
156,39,single,"{1: {'green': '89.06%', 'red': '10.94%'}, 2: {'green': '4.19%', 'red': '95.81%'}}",0.3982731853316721,84.87
157,39,complete,"{1: {'green': '25.49%', 'red': '74.51%'}}",-1.0,0.0
158,39,average,"{1: {'green': '89.06%', 'red': '10.94%'}, 2: {'green': '4.19%', 'red': '95.81%'}}",0.3982731853316721,84.87
159,39,ward,"{1: {'green': '4.23%', 'red': '95.77%'}, 2: {'green': '86.36%', 'red': '13.64%'}}",0.39761640168459783,82.13
160,40,single,"{1: {'green': '43.82%', 'red': '56.18%'}}",-1.0,0.0
161,40,complete,"{1: {'green': '43.82%', 'red': '56.18%'}}",-1.0,0.0
162,40,average,"{1: {'green': '91.14%', 'red': '8.86%'}, 2: {'green': '6.06%', 'red': '93.94%'}}",0.2939630896367319,85.08
163,40,ward,"{1: {'green': '92.11%', 'red': '7.89%'}, 2: {'green': '7.84%', 'red': '92.16%'}}",0.2932399433691222,84.27
164,41,single,"{1: {'green': '7.78%', 'red': '92.22%'}, 2: {'green': '97.97%', 'red': '2.03%'}}",0.5164763571454012,90.19
165,41,complete,"{1: {'green': '97.97%', 'red': '2.03%'}, 2: {'green': '7.78%', 'red': '92.22%'}}",0.5164763571454012,90.19
166,41,average,"{1: {'green': '7.78%', 'red': '92.22%'}, 2: {'green': '97.97%', 'red': '2.03%'}}",0.5164763571454012,90.19
167,41,ward,"{1: {'green': '7.78%', 'red': '92.22%'}, 2: {'green': '97.97%', 'red': '2.03%'}}",0.5164763571454012,90.19
168,42,single,"{1: {'green': '92.81%', 'red': '7.19%'}, 2: {'green': '5.77%', 'red': '94.23%'}}",0.385347016238728,87.04
169,42,complete,"{1: {'green': '55.56%', 'red': '44.44%'}}",-1.0,0.0
170,42,average,"{1: {'green': '92.81%', 'red': '7.19%'}, 2: {'green': '5.77%', 'red': '94.23%'}}",0.385347016238728,87.04
171,42,ward,"{1: {'green': '5.77%', 'red': '94.23%'}, 2: {'green': '92.81%', 'red': '7.19%'}}",0.385347016238728,87.04
172,43,single,"{1: {'green': '97.01%', 'red': '2.99%'}, 2: {'green': '3.25%', 'red': '96.75%'}}",0.3411740101519209,93.76
173,43,complete,"{1: {'green': '36.32%', 'red': '63.68%'}}",-1.0,0.0
174,43,average,"{1: {'green': '97.01%', 'red': '2.99%'}, 2: {'green': '3.25%', 'red': '96.75%'}}",0.3411740101519209,93.76
175,43,ward,"{1: {'green': '3.57%', 'red': '96.43%'}, 2: {'green': '83.33%', 'red': '16.67%'}}",0.2932190654001,79.76
176,44,single,"{1: {'green': '96.84%', 'red': '3.16%'}, 2: {'green': '1.43%', 'red': '98.57%'}}",0.39239523220832334,95.41
177,44,complete,"{1: {'green': '56.36%', 'red': '43.64%'}}",-1.0,0.0
178,44,average,"{1: {'green': '96.84%', 'red': '3.16%'}, 2: {'green': '1.43%', 'red': '98.57%'}}",0.39239523220832334,95.41
179,44,ward,"{1: {'green': '96.84%', 'red': '3.16%'}, 2: {'green': '1.43%', 'red': '98.57%'}}",0.39239523220832334,95.41
180,45,single,"{1: {'green': '36.67%', 'red': '63.33%'}}",-1.0,0.0
181,45,complete,"{1: {'green': '36.67%', 'red': '63.33%'}}",-1.0,0.0
182,45,average,"{1: {'green': '89.86%', 'red': '10.14%'}, 2: {'green': '3.6%', 'red': '96.4%'}}",0.23474353781935395,86.26
183,45,ward,"{1: {'green': '3.6%', 'red': '96.4%'}, 2: {'green': '89.86%', 'red': '10.14%'}}",0.23474353781935395,86.26
184,46,single,"{1: {'green': '2.78%', 'red': '97.22%'}, 2: {'green': '93.88%', 'red': '6.12%'}}",0.35284821423425167,91.1
185,46,complete,"{1: {'green': '46.12%', 'red': '53.88%'}}",-1.0,0.0
186,46,average,"{1: {'green': '2.78%', 'red': '97.22%'}, 2: {'green': '93.88%', 'red': '6.12%'}}",0.35284821423425167,91.1
187,46,ward,"{1: {'green': '93.88%', 'red': '6.12%'}, 2: {'green': '2.78%', 'red': '97.22%'}}",0.35284821423425167,91.1
188,47,single,"{1: {'green': '78.44%', 'red': '21.56%'}}",-1.0,0.0
189,47,complete,"{1: {'green': '78.44%', 'red': '21.56%'}}",-1.0,0.0
190,47,average,"{1: {'green': '17.86%', 'red': '82.14%'}, 2: {'green': '99.38%', 'red': '0.62%'}}",0.2824361690705363,81.52
191,47,ward,"{1: {'green': '99.36%', 'red': '0.64%'}, 2: {'green': '24.59%', 'red': '75.41%'}}",0.27806815186584144,74.77
192,48,single,"{1: {'green': '93.64%', 'red': '6.36%'}, 2: {'green': '6.25%', 'red': '93.75%'}}",0.2938469358809882,87.39
193,48,complete,"{1: {'green': '56.84%', 'red': '43.16%'}}",-1.0,0.0
194,48,average,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '93.64%', 'red': '6.36%'}}",0.2938469358809882,87.39
195,48,ward,"{1: {'green': '93.64%', 'red': '6.36%'}, 2: {'green': '6.25%', 'red': '93.75%'}}",0.2938469358809882,87.39
196,49,single,"{1: {'green': '95.2%', 'red': '4.8%'}, 2: {'green': '4.67%', 'red': '95.33%'}}",0.3728735668176181,90.53
197,49,complete,"{1: {'green': '53.45%', 'red': '46.55%'}}",-1.0,0.0
198,49,average,"{1: {'green': '95.2%', 'red': '4.8%'}, 2: {'green': '4.67%', 'red': '95.33%'}}",0.3728735668176181,90.53
199,49,ward,"{1: {'green': '95.2%', 'red': '4.8%'}, 2: {'green': '4.67%', 'red': '95.33%'}}",0.3728735668176181,90.53
