,Seed,Linkage Method,Cluster Color Percentage,Silhouette Score,Maximum Color Separation
165,41,complete,"{1: {'green': '55.81%', 'red': '44.19%'}}",-1.0,{1: 11.620000000000005}
166,41,average,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '95.45%', 'red': '4.55%'}}",0.5179279637376045,"{1: 71.41999999999999, 2: 90.9}"
167,41,ward,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '95.45%', 'red': '4.55%'}}",0.5179279637376045,"{1: 71.41999999999999, 2: 90.9}"
168,42,single,"{1: {'green': '84.38%', 'red': '15.62%'}, 2: {'green': '8.0%', 'red': '92.0%'}}",0.5071834253006497,"{1: 68.75999999999999, 2: 84.0}"
169,42,complete,"{1: {'green': '37.8%', 'red': '62.2%'}}",-1.0,{1: 24.400000000000006}
170,42,average,"{1: {'green': '84.38%', 'red': '15.62%'}, 2: {'green': '8.0%', 'red': '92.0%'}}",0.5071834253006497,"{1: 68.75999999999999, 2: 84.0}"
171,42,ward,"{1: {'green': '84.38%', 'red': '15.62%'}, 2: {'green': '8.0%', 'red': '92.0%'}}",0.5071834253006497,"{1: 68.75999999999999, 2: 84.0}"
172,43,single,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4619034628663507,"{1: 71.41999999999999, 2: 100.0}"
173,43,complete,"{1: {'green': '60.66%', 'red': '39.34%'}}",-1.0,{1: 21.319999999999993}
174,43,average,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4619034628663507,"{1: 71.41999999999999, 2: 100.0}"
175,43,ward,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4619034628663507,"{1: 71.41999999999999, 2: 100.0}"
176,44,single,"{1: {'green': '88.89%', 'red': '11.11%'}, 2: {'green': '7.69%', 'red': '92.31%'}}",0.5137297405124679,"{1: 77.78, 2: 84.62}"
177,44,complete,"{1: {'green': '51.19%', 'red': '48.81%'}}",-1.0,{1: 2.3799999999999955}
178,44,average,"{1: {'green': '88.89%', 'red': '11.11%'}, 2: {'green': '7.69%', 'red': '92.31%'}}",0.5137297405124679,"{1: 77.78, 2: 84.62}"
179,44,ward,"{1: {'green': '7.69%', 'red': '92.31%'}, 2: {'green': '88.89%', 'red': '11.11%'}}",0.5137297405124679,"{1: 84.62, 2: 77.78}"
180,45,single,"{1: {'green': '87.5%', 'red': '12.5%'}, 2: {'green': '8.7%', 'red': '91.3%'}}",0.5190687331170687,"{1: 75.0, 2: 82.6}"
181,45,complete,"{1: {'green': '48.94%', 'red': '51.06%'}}",-1.0,{1: 2.1200000000000045}
182,45,average,"{1: {'green': '87.5%', 'red': '12.5%'}, 2: {'green': '8.7%', 'red': '91.3%'}}",0.5190687331170687,"{1: 75.0, 2: 82.6}"
183,45,ward,"{1: {'green': '87.5%', 'red': '12.5%'}, 2: {'green': '8.7%', 'red': '91.3%'}}",0.5190687331170687,"{1: 75.0, 2: 82.6}"
184,46,single,"{1: {'green': '0.0%', 'red': '100.0%'}, 2: {'green': '91.43%', 'red': '8.57%'}}",0.6080858776856535,"{1: 100.0, 2: 82.86000000000001}"
185,46,complete,"{1: {'green': '91.43%', 'red': '8.57%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.6080858776856535,"{1: 82.86000000000001, 2: 100.0}"
186,46,average,"{1: {'green': '91.43%', 'red': '8.57%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.6080858776856535,"{1: 82.86000000000001, 2: 100.0}"
187,46,ward,"{1: {'green': '91.43%', 'red': '8.57%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.6080858776856535,"{1: 82.86000000000001, 2: 100.0}"
188,47,single,"{1: {'green': '31.58%', 'red': '68.42%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.4488435040785304,"{1: 36.84, 2: 94.80000000000001}"
189,47,complete,"{1: {'green': '75.65%', 'red': '24.35%'}}",-1.0,{1: 51.300000000000004}
190,47,average,"{1: {'green': '31.58%', 'red': '68.42%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.4488435040785304,"{1: 36.84, 2: 94.80000000000001}"
191,47,ward,"{1: {'green': '31.58%', 'red': '68.42%'}, 2: {'green': '97.4%', 'red': '2.6%'}}",0.4488435040785304,"{1: 36.84, 2: 94.80000000000001}"
192,48,single,"{1: {'green': '80.0%', 'red': '20.0%'}, 2: {'green': '4.84%', 'red': '95.16%'}}",0.6232906325798361,"{1: 60.0, 2: 90.32}"
193,48,complete,"{1: {'green': '80.0%', 'red': '20.0%'}, 2: {'green': '4.84%', 'red': '95.16%'}}",0.6232906325798361,"{1: 60.0, 2: 90.32}"
194,48,average,"{1: {'green': '80.0%', 'red': '20.0%'}, 2: {'green': '4.84%', 'red': '95.16%'}}",0.6232906325798361,"{1: 60.0, 2: 90.32}"
195,48,ward,"{1: {'green': '80.0%', 'red': '20.0%'}, 2: {'green': '4.84%', 'red': '95.16%'}}",0.6232906325798361,"{1: 60.0, 2: 90.32}"
196,49,single,"{1: {'green': '2.9%', 'red': '97.1%'}, 2: {'green': '72.22%', 'red': '27.78%'}}",0.43924277640522097,"{1: 94.19999999999999, 2: 44.44}"
197,49,complete,"{1: {'green': '26.67%', 'red': '73.33%'}}",-1.0,{1: 46.66}
198,49,average,"{1: {'green': '72.22%', 'red': '27.78%'}, 2: {'green': '2.9%', 'red': '97.1%'}}",0.43924277640522097,"{1: 44.44, 2: 94.19999999999999}"
199,49,ward,"{1: {'green': '72.22%', 'red': '27.78%'}, 2: {'green': '2.9%', 'red': '97.1%'}}",0.43924277640522097,"{1: 44.44, 2: 94.19999999999999}"
