,Seed,Linkage Method,Cluster Color Percentage,Silhouette Score,Maximum Color Separation
30,7,average,"{1: {'green': '84.31%', 'red': '15.69%'}, 2: {'green': '9.23%', 'red': '90.77%'}}",0.6586828636484556,"{1: 68.62, 2: 81.53999999999999}"
31,7,ward,"{1: {'green': '84.31%', 'red': '15.69%'}, 2: {'green': '9.23%', 'red': '90.77%'}}",0.6586828636484556,"{1: 68.62, 2: 81.53999999999999}"
32,8,single,"{1: {'green': '4.44%', 'red': '95.56%'}, 2: {'green': '85.71%', 'red': '14.29%'}}",0.4838419268331114,"{1: 91.12, 2: 71.41999999999999}"
33,8,complete,"{1: {'green': '40.0%', 'red': '60.0%'}}",-1.0,{1: 20.0}
34,8,average,"{1: {'green': '85.71%', 'red': '14.29%'}, 2: {'green': '4.44%', 'red': '95.56%'}}",0.4838419268331114,"{1: 71.41999999999999, 2: 91.12}"
35,8,ward,"{1: {'green': '85.71%', 'red': '14.29%'}, 2: {'green': '4.44%', 'red': '95.56%'}}",0.4838419268331114,"{1: 71.41999999999999, 2: 91.12}"
36,9,single,"{1: {'green': '15.87%', 'red': '84.13%'}, 2: {'green': '96.15%', 'red': '3.85%'}}",0.556819224099569,"{1: 68.25999999999999, 2: 92.30000000000001}"
37,9,complete,"{1: {'green': '15.87%', 'red': '84.13%'}, 2: {'green': '96.15%', 'red': '3.85%'}}",0.556819224099569,"{1: 68.25999999999999, 2: 92.30000000000001}"
38,9,average,"{1: {'green': '15.87%', 'red': '84.13%'}, 2: {'green': '96.15%', 'red': '3.85%'}}",0.556819224099569,"{1: 68.25999999999999, 2: 92.30000000000001}"
39,9,ward,"{1: {'green': '15.87%', 'red': '84.13%'}, 2: {'green': '96.15%', 'red': '3.85%'}}",0.556819224099569,"{1: 68.25999999999999, 2: 92.30000000000001}"
40,10,single,"{1: {'green': '14.81%', 'red': '85.19%'}, 2: {'green': '94.05%', 'red': '5.95%'}}",0.6713479047429056,"{1: 70.38, 2: 88.1}"
41,10,complete,"{1: {'green': '14.81%', 'red': '85.19%'}, 2: {'green': '94.05%', 'red': '5.95%'}}",0.6713479047429056,"{1: 70.38, 2: 88.1}"
42,10,average,"{1: {'green': '14.81%', 'red': '85.19%'}, 2: {'green': '94.05%', 'red': '5.95%'}}",0.6713479047429056,"{1: 70.38, 2: 88.1}"
43,10,ward,"{1: {'green': '14.81%', 'red': '85.19%'}, 2: {'green': '94.05%', 'red': '5.95%'}}",0.6713479047429056,"{1: 70.38, 2: 88.1}"
44,11,single,"{1: {'green': '0.0%', 'red': '100.0%'}, 2: {'green': '84.09%', 'red': '15.91%'}}",0.5073675358628137,"{1: 100.0, 2: 68.18}"
45,11,complete,"{1: {'green': '47.44%', 'red': '52.56%'}}",-1.0,{1: 5.1200000000000045}
46,11,average,"{1: {'green': '84.09%', 'red': '15.91%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.5073675358628137,"{1: 68.18, 2: 100.0}"
47,11,ward,"{1: {'green': '84.09%', 'red': '15.91%'}, 2: {'green': '0.0%', 'red': '100.0%'}}",0.5073675358628137,"{1: 68.18, 2: 100.0}"
48,12,single,"{1: {'green': '20.0%', 'red': '80.0%'}, 2: {'green': '98.53%', 'red': '1.47%'}}",0.5121652222735282,"{1: 60.0, 2: 97.06}"
49,12,complete,"{1: {'green': '77.42%', 'red': '22.58%'}}",-1.0,{1: 54.84}
50,12,average,"{1: {'green': '20.0%', 'red': '80.0%'}, 2: {'green': '98.53%', 'red': '1.47%'}}",0.5121652222735282,"{1: 60.0, 2: 97.06}"
51,12,ward,"{1: {'green': '20.0%', 'red': '80.0%'}, 2: {'green': '98.53%', 'red': '1.47%'}}",0.5121652222735282,"{1: 60.0, 2: 97.06}"
52,13,single,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '80.77%', 'red': '19.23%'}}",0.5741461294770018,"{1: 87.5, 2: 61.53999999999999}"
53,13,complete,"{1: {'green': '80.77%', 'red': '19.23%'}, 2: {'green': '6.25%', 'red': '93.75%'}}",0.5741461294770018,"{1: 61.53999999999999, 2: 87.5}"
54,13,average,"{1: {'green': '6.25%', 'red': '93.75%'}, 2: {'green': '80.77%', 'red': '19.23%'}}",0.5741461294770018,"{1: 87.5, 2: 61.53999999999999}"
55,13,ward,"{1: {'green': '80.77%', 'red': '19.23%'}, 2: {'green': '6.25%', 'red': '93.75%'}}",0.5741461294770018,"{1: 61.53999999999999, 2: 87.5}"
56,14,single,"{1: {'green': '17.5%', 'red': '82.5%'}, 2: {'green': '90.24%', 'red': '9.76%'}}",0.5730929244916424,"{1: 65.0, 2: 80.47999999999999}"
57,14,complete,"{1: {'green': '17.5%', 'red': '82.5%'}, 2: {'green': '90.24%', 'red': '9.76%'}}",0.5730929244916424,"{1: 65.0, 2: 80.47999999999999}"
58,14,average,"{1: {'green': '17.5%', 'red': '82.5%'}, 2: {'green': '90.24%', 'red': '9.76%'}}",0.5730929244916424,"{1: 65.0, 2: 80.47999999999999}"
59,14,ward,"{1: {'green': '17.5%', 'red': '82.5%'}, 2: {'green': '90.24%', 'red': '9.76%'}}",0.5730929244916424,"{1: 65.0, 2: 80.47999999999999}"
60,15,single,"{1: {'green': '18.42%', 'red': '81.58%'}, 2: {'green': '92.11%', 'red': '7.89%'}}",0.5461378845859748,"{1: 63.16, 2: 84.22}"
61,15,complete,"{1: {'green': '18.42%', 'red': '81.58%'}, 2: {'green': '92.11%', 'red': '7.89%'}}",0.5461378845859748,"{1: 63.16, 2: 84.22}"
62,15,average,"{1: {'green': '18.42%', 'red': '81.58%'}, 2: {'green': '92.11%', 'red': '7.89%'}}",0.5461378845859748,"{1: 63.16, 2: 84.22}"
63,15,ward,"{1: {'green': '18.42%', 'red': '81.58%'}, 2: {'green': '92.11%', 'red': '7.89%'}}",0.5461378845859748,"{1: 63.16, 2: 84.22}"
64,16,single,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4423885384005274,"{1: 33.34, 2: 100.0}"
65,16,complete,"{1: {'green': '75.81%', 'red': '24.19%'}}",-1.0,{1: 51.620000000000005}
66,16,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4423885384005274,"{1: 33.34, 2: 100.0}"
67,16,ward,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4423885384005274,"{1: 33.34, 2: 100.0}"
68,17,single,"{1: {'green': '90.0%', 'red': '10.0%'}, 2: {'green': '10.81%', 'red': '89.19%'}}",0.5314233980812344,"{1: 80.0, 2: 78.38}"
69,17,complete,"{1: {'green': '56.32%', 'red': '43.68%'}}",-1.0,{1: 12.64}
70,17,average,"{1: {'green': '10.81%', 'red': '89.19%'}, 2: {'green': '90.0%', 'red': '10.0%'}}",0.5314233980812344,"{1: 78.38, 2: 80.0}"
71,17,ward,"{1: {'green': '90.0%', 'red': '10.0%'}, 2: {'green': '10.81%', 'red': '89.19%'}}",0.5314233980812344,"{1: 80.0, 2: 78.38}"
72,18,single,"{1: {'green': '9.68%', 'red': '90.32%'}, 2: {'green': '91.11%', 'red': '8.89%'}}",0.5840301958970134,"{1: 80.63999999999999, 2: 82.22}"
73,18,complete,"{1: {'green': '91.11%', 'red': '8.89%'}, 2: {'green': '9.68%', 'red': '90.32%'}}",0.5840301958970134,"{1: 82.22, 2: 80.63999999999999}"
74,18,average,"{1: {'green': '9.68%', 'red': '90.32%'}, 2: {'green': '91.11%', 'red': '8.89%'}}",0.5840301958970134,"{1: 80.63999999999999, 2: 82.22}"
75,18,ward,"{1: {'green': '91.11%', 'red': '8.89%'}, 2: {'green': '9.68%', 'red': '90.32%'}}",0.5840301958970134,"{1: 82.22, 2: 80.63999999999999}"
76,19,single,"{1: {'green': '85.71%', 'red': '14.29%'}, 2: {'green': '2.67%', 'red': '97.33%'}}",0.5769067901467246,"{1: 71.41999999999999, 2: 94.66}"
77,19,complete,"{1: {'green': '32.48%', 'red': '67.52%'}}",-1.0,{1: 35.04}
78,19,average,"{1: {'green': '85.71%', 'red': '14.29%'}, 2: {'green': '2.67%', 'red': '97.33%'}}",0.5769067901467246,"{1: 71.41999999999999, 2: 94.66}"
79,19,ward,"{1: {'green': '85.71%', 'red': '14.29%'}, 2: {'green': '2.67%', 'red': '97.33%'}}",0.5769067901467246,"{1: 71.41999999999999, 2: 94.66}"
80,20,single,"{1: {'green': '15.79%', 'red': '84.21%'}, 2: {'green': '93.75%', 'red': '6.25%'}}",0.6657034396675776,"{1: 68.41999999999999, 2: 87.5}"
81,20,complete,"{1: {'green': '15.79%', 'red': '84.21%'}, 2: {'green': '93.75%', 'red': '6.25%'}}",0.6657034396675776,"{1: 68.41999999999999, 2: 87.5}"
82,20,average,"{1: {'green': '15.79%', 'red': '84.21%'}, 2: {'green': '93.75%', 'red': '6.25%'}}",0.6657034396675776,"{1: 68.41999999999999, 2: 87.5}"
83,20,ward,"{1: {'green': '15.79%', 'red': '84.21%'}, 2: {'green': '93.75%', 'red': '6.25%'}}",0.6657034396675776,"{1: 68.41999999999999, 2: 87.5}"
84,21,single,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '18.06%', 'red': '81.94%'}}",0.5574599404319769,"{1: 86.19999999999999, 2: 63.879999999999995}"
85,21,complete,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '18.06%', 'red': '81.94%'}}",0.5574599404319769,"{1: 86.19999999999999, 2: 63.879999999999995}"
86,21,average,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '18.06%', 'red': '81.94%'}}",0.5574599404319769,"{1: 86.19999999999999, 2: 63.879999999999995}"
87,21,ward,"{1: {'green': '93.1%', 'red': '6.9%'}, 2: {'green': '18.06%', 'red': '81.94%'}}",0.5574599404319769,"{1: 86.19999999999999, 2: 63.879999999999995}"
88,22,single,"{1: {'green': '10.26%', 'red': '89.74%'}, 2: {'green': '89.36%', 'red': '10.64%'}}",0.5698279172777206,"{1: 79.47999999999999, 2: 78.72}"
89,22,complete,"{1: {'green': '53.49%', 'red': '46.51%'}}",-1.0,{1: 6.980000000000004}
90,22,average,"{1: {'green': '89.36%', 'red': '10.64%'}, 2: {'green': '10.26%', 'red': '89.74%'}}",0.5698279172777206,"{1: 78.72, 2: 79.47999999999999}"
91,22,ward,"{1: {'green': '89.36%', 'red': '10.64%'}, 2: {'green': '10.26%', 'red': '89.74%'}}",0.5698279172777206,"{1: 78.72, 2: 79.47999999999999}"
92,23,single,"{1: {'green': '14.58%', 'red': '85.42%'}, 2: {'green': '95.65%', 'red': '4.35%'}}",0.5210655716186259,"{1: 70.84, 2: 91.30000000000001}"
93,23,complete,"{1: {'green': '14.58%', 'red': '85.42%'}, 2: {'green': '95.65%', 'red': '4.35%'}}",0.5210655716186259,"{1: 70.84, 2: 91.30000000000001}"
94,23,average,"{1: {'green': '95.65%', 'red': '4.35%'}, 2: {'green': '14.58%', 'red': '85.42%'}}",0.5210655716186259,"{1: 91.30000000000001, 2: 70.84}"
95,23,ward,"{1: {'green': '14.58%', 'red': '85.42%'}, 2: {'green': '95.65%', 'red': '4.35%'}}",0.5210655716186259,"{1: 70.84, 2: 91.30000000000001}"
96,24,single,"{1: {'green': '87.1%', 'red': '12.9%'}, 2: {'green': '8.16%', 'red': '91.84%'}}",0.5837191763230988,"{1: 74.19999999999999, 2: 83.68}"
97,24,complete,"{1: {'green': '87.1%', 'red': '12.9%'}, 2: {'green': '8.16%', 'red': '91.84%'}}",0.5837191763230988,"{1: 74.19999999999999, 2: 83.68}"
98,24,average,"{1: {'green': '87.1%', 'red': '12.9%'}, 2: {'green': '8.16%', 'red': '91.84%'}}",0.5837191763230988,"{1: 74.19999999999999, 2: 83.68}"
99,24,ward,"{1: {'green': '87.1%', 'red': '12.9%'}, 2: {'green': '8.16%', 'red': '91.84%'}}",0.5837191763230988,"{1: 74.19999999999999, 2: 83.68}"
100,25,single,"{1: {'green': '87.88%', 'red': '12.12%'}, 2: {'green': '13.11%', 'red': '86.89%'}}",0.5649860227930066,"{1: 75.75999999999999, 2: 73.78}"
101,25,complete,"{1: {'green': '39.36%', 'red': '60.64%'}}",-1.0,{1: 21.28}
102,25,average,"{1: {'green': '87.88%', 'red': '12.12%'}, 2: {'green': '13.11%', 'red': '86.89%'}}",0.5649860227930066,"{1: 75.75999999999999, 2: 73.78}"
103,25,ward,"{1: {'green': '87.88%', 'red': '12.12%'}, 2: {'green': '13.11%', 'red': '86.89%'}}",0.5649860227930066,"{1: 75.75999999999999, 2: 73.78}"
104,26,single,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '0.97%', 'red': '99.03%'}}",0.43987815757132653,"{1: 33.34, 2: 98.06}"
105,26,complete,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '0.97%', 'red': '99.03%'}}",0.43987815757132653,"{1: 33.34, 2: 98.06}"
106,26,average,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '0.97%', 'red': '99.03%'}}",0.43987815757132653,"{1: 33.34, 2: 98.06}"
107,26,ward,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '0.97%', 'red': '99.03%'}}",0.43987815757132653,"{1: 33.34, 2: 98.06}"
108,27,single,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4623343985195045,"{1: 33.34, 2: 100.0}"
109,27,complete,"{1: {'green': '73.08%', 'red': '26.92%'}}",-1.0,{1: 46.16}
110,27,average,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4623343985195045,"{1: 33.34, 2: 100.0}"
111,27,ward,"{1: {'green': '33.33%', 'red': '66.67%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4623343985195045,"{1: 33.34, 2: 100.0}"
112,28,single,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '1.82%', 'red': '98.18%'}}",0.45702356277123996,"{1: 33.34, 2: 96.36000000000001}"
113,28,complete,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '1.82%', 'red': '98.18%'}}",0.45702356277123996,"{1: 33.34, 2: 96.36000000000001}"
114,28,average,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '1.82%', 'red': '98.18%'}}",0.45702356277123996,"{1: 33.34, 2: 96.36000000000001}"
115,28,ward,"{1: {'green': '66.67%', 'red': '33.33%'}, 2: {'green': '1.82%', 'red': '98.18%'}}",0.45702356277123996,"{1: 33.34, 2: 96.36000000000001}"
116,29,single,"{1: {'green': '77.14%', 'red': '22.86%'}, 2: {'green': '1.59%', 'red': '98.41%'}}",0.4824058934078526,"{1: 54.28, 2: 96.82}"
117,29,complete,"{1: {'green': '28.57%', 'red': '71.43%'}}",-1.0,{1: 42.86000000000001}
118,29,average,"{1: {'green': '77.14%', 'red': '22.86%'}, 2: {'green': '1.59%', 'red': '98.41%'}}",0.4824058934078526,"{1: 54.28, 2: 96.82}"
119,29,ward,"{1: {'green': '77.14%', 'red': '22.86%'}, 2: {'green': '1.59%', 'red': '98.41%'}}",0.4824058934078526,"{1: 54.28, 2: 96.82}"
120,30,single,"{1: {'green': '16.67%', 'red': '83.33%'}, 2: {'green': '96.77%', 'red': '3.23%'}}",0.589216477684289,"{1: 66.66, 2: 93.53999999999999}"
121,30,complete,"{1: {'green': '59.48%', 'red': '40.52%'}}",-1.0,{1: 18.959999999999994}
122,30,average,"{1: {'green': '16.67%', 'red': '83.33%'}, 2: {'green': '96.77%', 'red': '3.23%'}}",0.589216477684289,"{1: 66.66, 2: 93.53999999999999}"
123,30,ward,"{1: {'green': '16.67%', 'red': '83.33%'}, 2: {'green': '96.77%', 'red': '3.23%'}}",0.589216477684289,"{1: 66.66, 2: 93.53999999999999}"
124,31,single,"{1: {'green': '82.61%', 'red': '17.39%'}, 2: {'green': '4.69%', 'red': '95.31%'}}",0.6289519676463509,"{1: 65.22, 2: 90.62}"
125,31,complete,"{1: {'green': '37.27%', 'red': '62.73%'}}",-1.0,{1: 25.459999999999994}
126,31,average,"{1: {'green': '82.61%', 'red': '17.39%'}, 2: {'green': '4.69%', 'red': '95.31%'}}",0.6289519676463509,"{1: 65.22, 2: 90.62}"
127,31,ward,"{1: {'green': '82.61%', 'red': '17.39%'}, 2: {'green': '4.69%', 'red': '95.31%'}}",0.6289519676463509,"{1: 65.22, 2: 90.62}"
128,32,single,"{1: {'green': '13.11%', 'red': '86.89%'}, 2: {'green': '89.66%', 'red': '10.34%'}}",0.6483130111136061,"{1: 73.78, 2: 79.32}"
129,32,complete,"{1: {'green': '13.11%', 'red': '86.89%'}, 2: {'green': '89.66%', 'red': '10.34%'}}",0.6483130111136061,"{1: 73.78, 2: 79.32}"
130,32,average,"{1: {'green': '13.11%', 'red': '86.89%'}, 2: {'green': '89.66%', 'red': '10.34%'}}",0.6483130111136061,"{1: 73.78, 2: 79.32}"
131,32,ward,"{1: {'green': '13.11%', 'red': '86.89%'}, 2: {'green': '89.66%', 'red': '10.34%'}}",0.6483130111136061,"{1: 73.78, 2: 79.32}"
132,33,single,"{1: {'green': '31.71%', 'red': '68.29%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4734381300675425,"{1: 36.580000000000005, 2: 100.0}"
133,33,complete,"{1: {'green': '77.6%', 'red': '22.4%'}}",-1.0,{1: 55.199999999999996}
134,33,average,"{1: {'green': '31.71%', 'red': '68.29%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4734381300675425,"{1: 36.580000000000005, 2: 100.0}"
135,33,ward,"{1: {'green': '31.71%', 'red': '68.29%'}, 2: {'green': '100.0%', 'red': '0.0%'}}",0.4734381300675425,"{1: 36.580000000000005, 2: 100.0}"
136,34,single,"{1: {'green': '3.23%', 'red': '96.77%'}, 2: {'green': '89.47%', 'red': '10.53%'}}",0.4824963950100789,"{1: 93.53999999999999, 2: 78.94}"
137,34,complete,"{1: {'green': '89.47%', 'red': '10.53%'}, 2: {'green': '3.23%', 'red': '96.77%'}}",0.4824963950100789,"{1: 78.94, 2: 93.53999999999999}"
138,34,average,"{1: {'green': '89.47%', 'red': '10.53%'}, 2: {'green': '3.23%', 'red': '96.77%'}}",0.4824963950100789,"{1: 78.94, 2: 93.53999999999999}"
139,34,ward,"{1: {'green': '89.47%', 'red': '10.53%'}, 2: {'green': '3.23%', 'red': '96.77%'}}",0.4824963950100789,"{1: 78.94, 2: 93.53999999999999}"
140,35,single,"{1: {'green': '96.97%', 'red': '3.03%'}, 2: {'green': '16.22%', 'red': '83.78%'}}",0.5366002299630337,"{1: 93.94, 2: 67.56}"
141,35,complete,"{1: {'green': '16.22%', 'red': '83.78%'}, 2: {'green': '96.97%', 'red': '3.03%'}}",0.5366002299630337,"{1: 67.56, 2: 93.94}"
142,35,average,"{1: {'green': '96.97%', 'red': '3.03%'}, 2: {'green': '16.22%', 'red': '83.78%'}}",0.5366002299630337,"{1: 93.94, 2: 67.56}"
143,35,ward,"{1: {'green': '96.97%', 'red': '3.03%'}, 2: {'green': '16.22%', 'red': '83.78%'}}",0.5366002299630337,"{1: 93.94, 2: 67.56}"
144,36,single,"{1: {'green': '93.02%', 'red': '6.98%'}, 2: {'green': '10.87%', 'red': '89.13%'}}",0.5553419891362641,"{1: 86.03999999999999, 2: 78.25999999999999}"
145,36,complete,"{1: {'green': '10.87%', 'red': '89.13%'}, 2: {'green': '93.02%', 'red': '6.98%'}}",0.5553419891362641,"{1: 78.25999999999999, 2: 86.03999999999999}"
146,36,average,"{1: {'green': '10.87%', 'red': '89.13%'}, 2: {'green': '93.02%', 'red': '6.98%'}}",0.5553419891362641,"{1: 78.25999999999999, 2: 86.03999999999999}"
147,36,ward,"{1: {'green': '10.87%', 'red': '89.13%'}, 2: {'green': '93.02%', 'red': '6.98%'}}",0.5553419891362641,"{1: 78.25999999999999, 2: 86.03999999999999}"
148,37,single,"{1: {'green': '19.51%', 'red': '80.49%'}, 2: {'green': '90.7%', 'red': '9.3%'}}",0.5393057228273485,"{1: 60.97999999999999, 2: 81.4}"
149,37,complete,"{1: {'green': '55.95%', 'red': '44.05%'}}",-1.0,{1: 11.900000000000006}
150,37,average,"{1: {'green': '19.51%', 'red': '80.49%'}, 2: {'green': '90.7%', 'red': '9.3%'}}",0.5393057228273485,"{1: 60.97999999999999, 2: 81.4}"
151,37,ward,"{1: {'green': '19.51%', 'red': '80.49%'}, 2: {'green': '90.7%', 'red': '9.3%'}}",0.5393057228273485,"{1: 60.97999999999999, 2: 81.4}"
152,38,single,"{1: {'green': '21.95%', 'red': '78.05%'}, 2: {'green': '97.56%', 'red': '2.44%'}}",0.529854170399399,"{1: 56.099999999999994, 2: 95.12}"
153,38,complete,"{1: {'green': '59.76%', 'red': '40.24%'}}",-1.0,{1: 19.519999999999996}
154,38,average,"{1: {'green': '21.95%', 'red': '78.05%'}, 2: {'green': '97.56%', 'red': '2.44%'}}",0.529854170399399,"{1: 56.099999999999994, 2: 95.12}"
155,38,ward,"{1: {'green': '21.95%', 'red': '78.05%'}, 2: {'green': '97.56%', 'red': '2.44%'}}",0.529854170399399,"{1: 56.099999999999994, 2: 95.12}"
156,39,single,"{1: {'green': '94.59%', 'red': '5.41%'}, 2: {'green': '10.91%', 'red': '89.09%'}}",0.5094056971509544,"{1: 89.18, 2: 78.18}"
157,39,complete,"{1: {'green': '44.57%', 'red': '55.43%'}}",-1.0,{1: 10.86}
158,39,average,"{1: {'green': '94.59%', 'red': '5.41%'}, 2: {'green': '10.91%', 'red': '89.09%'}}",0.5094056971509544,"{1: 89.18, 2: 78.18}"
159,39,ward,"{1: {'green': '94.59%', 'red': '5.41%'}, 2: {'green': '10.91%', 'red': '89.09%'}}",0.5094056971509544,"{1: 89.18, 2: 78.18}"
160,40,single,"{1: {'green': '21.43%', 'red': '78.57%'}, 2: {'green': '94.12%', 'red': '5.88%'}}",0.5408197628397532,"{1: 57.13999999999999, 2: 88.24000000000001}"
161,40,complete,"{1: {'green': '56.07%', 'red': '43.93%'}}",-1.0,{1: 12.14}
162,40,average,"{1: {'green': '21.43%', 'red': '78.57%'}, 2: {'green': '94.12%', 'red': '5.88%'}}",0.5408197628397532,"{1: 57.13999999999999, 2: 88.24000000000001}"
163,40,ward,"{1: {'green': '21.43%', 'red': '78.57%'}, 2: {'green': '94.12%', 'red': '5.88%'}}",0.5408197628397532,"{1: 57.13999999999999, 2: 88.24000000000001}"
164,41,single,"{1: {'green': '14.29%', 'red': '85.71%'}, 2: {'green': '95.45%', 'red': '4.55%'}}",0.5179279637376045,"{1: 71.41999999999999, 2: 90.9}"
